Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,think-in-native,1.0,FR # French,B1,most frequent,Abstract Concepts,anger,strong;bad;hot;quick;deep;blind;raw;intense;sudden;pure
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Time Concepts,hour,early;late;golden;final;busy;quiet;long;short;crucial;passing
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Time Concepts,minute,last;final;short;precise;crucial;waiting;passing;quiet;intense;detailed
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Time Concepts,month,long;short;busy;festive;rainy;cold;warm;final;starting;quiet
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Time Concepts,morning,early;fresh;bright;foggy;quiet;sunny;cold;hectic;crisp;lazy
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Time Concepts,night,dark;long;starry;quiet;stormy;cold;endless;magical;warm;mysterious
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Time Concepts,season,high;low;festive;rainy;dry;cold;warm;changing;busy;quiet
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Time Concepts,second,final;last;brief;crucial;passing;quick;intense;precise;waiting;short
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Time Concepts,week,long;short;busy;quiet;final;starting;productive;relaxing;eventful;ordinary
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Time Concepts,year,new;old;productive;challenging;successful;busy;quiet;final;memorable;long
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Abstract Concepts,anger,intense;sudden;deep;blind;raw;furious;bottled-up;righteous;simmering;explosive
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Abstract Concepts,courage,brave;bold;heroic;unwavering;quiet;moral;physical;foolish;innate;displayed
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Abstract Concepts,fear,deep;irrational;paralyzing;sudden;constant;primal;hidden;overwhelming;childish;justified
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Abstract Concepts,freedom,total;personal;political;absolute;limited;hard-won;true;economic;religious;newfound
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Abstract Concepts,happiness,pure;lasting;simple;overwhelming;genuine;fleeting;inner;shared;complete;joyful
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Abstract Concepts,hate,intense;deep-seated;blind;racial;personal;bitter;enduring;irrational;violent;unspoken
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Abstract Concepts,honesty,brutal;complete;refreshing;rare;absolute;straightforward;painful;unwavering;transparent;genuine
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Abstract Concepts,justice,swift;blind;poetic;social;divine;rough;equal;delayed;true;miscarried
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Abstract Concepts,knowledge,vast;deep;practical;theoretical;ancient;modern;secret;shared;forbidden;useful
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Abstract Concepts,love,true;eternal;passionate;unrequited;platonic;romantic;familial;deep;blind;selfless
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Abstract Concepts,peace,inner;world;fragile;lasting;uneasy;global;personal;quiet;negotiated;absolute
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;worldly;innate;earned;spiritual;timeless;deep;insightful
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Cultural Artifacts,bell,ringing;loud;old;golden;church;alarm;silver;tiny;broken;festive
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Cultural Artifacts,candle,lit;flickering;wax;scented;tall;short;melted;decorative;birthday;emergency
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Cultural Artifacts,carpet,thick;woolen;colorful;worn;soft;patterned;oriental;dirty;new;luxurious
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Cultural Artifacts,coin,old;shiny;rare;ancient;gold;silver;counterfeit;foreign;lost;valuable
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Cultural Artifacts,crown,royal;golden;jeweled;ancient;heavy;simple;ceremonial;broken;fake;imperial
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Cultural Artifacts,flag,national;waving;colorful;torn;proud;foreign;historic;small;large;symbolic
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Cultural Artifacts,mask,decorative;scary;protective;ancient;plastic;festive;hidden;colorful;simple;theatrical
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Cultural Artifacts,necklace,gold;pearl;long;short;elegant;cheap;antique;beaded;simple;sparkling
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Cultural Artifacts,painting,beautiful;old;modern;abstract;detailed;colorful;famous;small;large;realistic
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Cultural Artifacts,ring,gold;silver;diamond;simple;engagement;ancient;loose;tight;plain;ornate
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Cultural Artifacts,statue,grand;stone;bronze;ancient;modern;broken;heroic;small;detailed;forgotten
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Cultural Artifacts,vase,glass;ceramic;tall;decorative;antique;broken;colorful;simple;floral;elegant
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Environmental Phenomena,cloud,white;fluffy;dark;stormy;high;low;drifting;thin;thick;cumulus
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Environmental Phenomena,earthquake,strong;devastating;sudden;minor;underground;seismic;destructive;rare;frequent;shallow
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Environmental Phenomena,fog,thick;dense;morning;eerie;light;coastal;mysterious;cold;wet;lingering
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Environmental Phenomena,lightning,bright;sudden;forked;dangerous;spectacular;distant;electrical;quick;powerful;nighttime
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Environmental Phenomena,rain,heavy;light;steady;pouring;cold;warm;seasonal;gentle;torrential;misty
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Environmental Phenomena,rainbow,colorful;bright;double;faint;spectacular;short;arched;vivid;post-rain;magical
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Environmental Phenomena,snow,fresh;deep;light;fluffy;melting;heavy;winter;pure;wet;powdery
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Environmental Phenomena,storm,violent;brewing;fierce;tropical;sudden;electrical;windy;intense;passing;destructive
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;sudden;ominous;crashing;explosive;rolling;nighttime;powerful
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Environmental Phenomena,tide,high;low;rising;falling;strong;coastal;predictable;rough;calm;incoming
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Environmental Phenomena,volcano,active;dormant;massive;explosive;volcanic;ancient;fiery;dangerous;smoking;underwater
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Environmental Phenomena,wind,strong;gentle;cold;warm;gusty;steady;howling;eastern;western;variable
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Food Items,apple,red;green;ripe;fresh;juicy;sour;sweet;small;large;organic
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Food Items,banana,yellow;ripe;green;sweet;long;curved;fresh;peeled;soft;tropical
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Food Items,beef,lean;tender;grilled;fresh;ground;fatty;rare;cooked;organic;seasoned
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Food Items,bread,fresh;warm;soft;crusty;white;whole-grain;sliced;homemade;stale;toasted
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Food Items,broccoli,green;fresh;steamed;crisp;organic;raw;frozen;tender;bitter;healthy
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Food Items,cheese,sharp;mild;soft;hard;aged;creamy;grated;melted;fresh;flavored
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Food Items,chicken,grilled;roasted;fresh;organic;boneless;fried;tender;spicy;raw;cooked
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Food Items,egg,fresh;boiled;fried;large;small;organic;cracked;white;brown;runny
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Food Items,fish,fresh;grilled;smoked;wild;farmed;oily;flaky;frozen;raw;seasoned
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;wheat;cheesy;spicy;homemade;Italian;simple
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Food Items,rice,white;brown;cooked;steamed;sticky;fluffy;long-grain;short-grain;plain;flavored
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Food Items,soup,hot;creamy;vegetable;chicken;spicy;thick;clear;homemade;canned;hearty
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Human Roles,artist,talented;creative;famous;struggling;dedicated;visionary;modern;classical;inspired;eccentric
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Human Roles,athlete,strong;fast;dedicated;professional;Olympic;injured;skilled;young;competitive;fit
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Human Roles,chef,skilled;famous;creative;professional;passionate;young;experienced;French;busy;innovative
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Human Roles,doctor,skilled;caring;experienced;young;specialist;busy;dedicated;medical;reliable;emergency
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Human Roles,engineer,skilled;creative;mechanical;electrical;innovative;young;experienced;practical;dedicated;problem-solving
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Human Roles,farmer,hardworking;local;organic;experienced;young;dedicated;rural;practical;knowledgeable;seasonal
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Human Roles,lawyer,sharp;experienced;corporate;criminal;dedicated;young;successful;ethical;busy;persuasive
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Human Roles,musician,talented;classical;rock;dedicated;famous;young;versatile;passionate;skilled;improvisational
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Human Roles,scientist,brilliant;dedicated;innovative;environmental;medical;young;experienced;curious;theoretical;practical
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Human Roles,soldier,brave;trained;veteran;young;disciplined;heroic;injured;loyal;combat-ready;elite
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Human Roles,teacher,dedicated;experienced;young;inspiring;strict;knowledgeable;patient;creative;effective;supportive
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Human Roles,writer,talented;famous;aspiring;creative;dedicated;young;prolific;mysterious;insightful;imaginative
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Inanimate Objects,book,old;new;thick;thin;popular;fictional;educational;hardcover;paperback;illustrated
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Inanimate Objects,bridge,old;new;long;high;wooden;stone;modern;rickety;famous;suspended
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Inanimate Objects,drums,loud;wooden;rhythmic;electronic;small;large;tuned;antique;professional;simple
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Inanimate Objects,earth,green;blue;fertile;dry;vast;ancient;spinning;living;polluted;beautiful
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Inanimate Objects,flute,wooden;silver;sweet-sounding;small;antique;modern;professional;simple;tuned;melodic
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Inanimate Objects,key,small;metal;rusty;new;spare;locked;golden;secret;modern;intricate
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Inanimate Objects,knife,sharp;dull;metal;wooden-handled;kitchen;pocket;ancient;clean;rusty;precise
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Inanimate Objects,lock,old;new;broken;secure;metal;electronic;simple;combination;rusty;modern
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Inanimate Objects,moon,full;crescent;bright;dark;distant;waxing;waning;mysterious;silver;glowing
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Inanimate Objects,pen,black;blue;ink;metal;plastic;fine-tipped;old;new;fountain;ballpoint
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Inanimate Objects,sun,bright;hot;setting;rising;yellow;warm;distant;midday;summer;beaming
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Inanimate Objects,sword,sharp;ancient;metal;ceremonial;heavy;light;decorated;rusty;magical;royal
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Neutral Animals,cat,black;white;fluffy;playful;lazy;stray;domestic;wild;young;old
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Neutral Animals,dog,loyal;big;small;friendly;trained;stray;energetic;old;playful;protective
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Neutral Animals,dolphin,intelligent;playful;marine;fast;gray;wild;captive;social;graceful;curious
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Neutral Animals,elephant,large;gray;wild;tame;intelligent;endangered;strong;gentle;old;majestic
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Neutral Animals,hamster,small;furry;playful;tame;brown;white;caged;nocturnal;quick;cute
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Neutral Animals,monkey,playful;wild;clever;small;brown;captive;agile;noisy;curious;mischievous
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Neutral Animals,mouse,small;gray;quick;timid;wild;caged;nocturnal;cute;scared;sneaky
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Neutral Animals,peacock,colorful;proud;wild;captive;large;beautiful;noisy;exotic;male;graceful
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Neutral Animals,rabbit,white;fluffy;quick;wild;tame;small;energetic;cute;furry;timid
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Neutral Animals,shark,dangerous;large;gray;fast;marine;predatory;wild;solitary;sharp-toothed;fearsome
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Neutral Animals,snake,long;venomous;slithery;wild;tame;colorful;dangerous;coiled;silent;scaled
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Neutral Animals,whale,massive;blue;marine;migratory;endangered;gentle;wild;deep-diving;singing;ancient
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Places,city,busy;modern;old;crowded;vibrant;large;historic;noisy;clean;sprawling
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Places,desert,vast;sandy;hot;dry;barren;remote;windy;endless;golden;harsh
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Places,forest,dense;green;ancient;dark;tropical;quiet;vast;enchanted;leafy;wild
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Places,island,tropical;small;deserted;volcanic;green;remote;sandy;beautiful;inhabited;rocky
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Places,lake,deep;blue;frozen;calm;large;small;clear;scenic;freshwater;hidden
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Places,mountain,high;snowy;rugged;majestic;green;steep;remote;ancient;volcanic;towering
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Places,ocean,vast;deep;blue;stormy;calm;salty;endless;mysterious;cold;warm
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Places,plain,flat;vast;grassy;dry;green;open;fertile;windy;endless;rural
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Places,plateau,high;flat;rocky;vast;elevated;barren;scenic;ancient;green;remote
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Places,river,wide;deep;flowing;muddy;clear;fast;slow;winding;freshwater;scenic
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Places,valley,deep;green;fertile;narrow;wide;hidden;scenic;mountainous;peaceful;lush
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Places,village,small;quiet;rural;ancient;coastal;mountainous;simple;charming;isolated;traditional
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Plants,cactus,spiky;green;desert;tall;small;flowering;dry;hardy;prickly;exotic
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Plants,eggplant,purple;fresh;round;long;shiny;raw;cooked;organic;bitter;firm
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Plants,flower,beautiful;colorful;fragrant;wild;garden;red;yellow;blooming;delicate;exotic
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Plants,grass,green;tall;short;wet;dry;fresh;wild;mowed;soft;lush
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Plants,lettuce,green;fresh;crisp;leafy;organic;raw;washed;wilted;salad;mild
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Plants,mushroom,wild;edible;poisonous;small;large;fresh;dried;brown;white;flavorful
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Plants,onion,red;white;fresh;raw;sliced;strong-smelling;spicy;cooked;organic;crunchy
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Plants,pepper,red;green;spicy;sweet;fresh;sliced;hot;raw;cooked;crunchy
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Plants,potato,large;small;fresh;baked;boiled;organic;peeled;raw;starchy;golden
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Plants,rose,red;beautiful;thorny;fragrant;wild;garden;blooming;delicate;white;romantic
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Plants,tomato,red;fresh;ripe;juicy;raw;sliced;organic;small;large;sweet
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Plants,tree,tall;old;green;leafy;fruit-bearing;ancient;shady;young;bare;sturdy
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Social Relationships,ally,strong;reliable;strategic;faithful;powerful;unexpected;loyal;foreign;helpful;trusted
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Social Relationships,brother,older;younger;loving;protective;annoying;close;distant;supportive;playful;responsible
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Social Relationships,enemy,dangerous;sworn;fierce;hidden;powerful;bitter;ancient;ruthless;common;defeated
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Social Relationships,father,loving;strict;absent;supportive;wise;hardworking;proud;distant;caring;young
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Social Relationships,follower,loyal;devoted;blind;enthusiastic;faithful;dedicated;misguided;passionate;supportive;eager
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Social Relationships,friend,true;close;old;new;loyal;reliable;fun;trustworthy;distant;helpful
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Social Relationships,leader,strong;charismatic;wise;effective;inspiring;ruthless;young;experienced;visionary;democratic
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Social Relationships,mother,loving;caring;strict;busy;supportive;wise;young;protective;hardworking;gentle
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Social Relationships,partner,reliable;business;romantic;equal;supportive;trusted;professional;creative;loyal;dedicated
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Social Relationships,rival,fierce;competitive;worthy;bitter;professional;personal;strong;defeated;emerging;relentless
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Social Relationships,sister,younger;older;loving;protective;annoying;close;supportive;distant;playful;caring
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Social Relationships,stranger,mysterious;unknown;friendly;suspicious;foreign;helpful;dangerous;passing;quiet;intriguing
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Spatial Concepts,above,high;overhead;superior;elevated;upper;distant;clear;bright;vast;floating
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Spatial Concepts,back,rear;hidden;supportive;distant;strong;weak;covered;exposed;straight;curved
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Spatial Concepts,below,low;underground;inferior;deep;hidden;submerged;dark;quiet;vast;cold
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Spatial Concepts,east,rising;distant;sunny;coastal;ancient;modern;flat;mountainous;exotic;humid
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Spatial Concepts,front,main;forward;visible;leading;open;busy;clean;damaged;wide;narrow
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Spatial Concepts,inside,inner;hidden;warm;dark;cozy;secret;protected;empty;crowded;quiet
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Spatial Concepts,left,western;abandoned;free;open;dark;unused;sharp;blunt;distant;close
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Spatial Concepts,north,cold;polar;remote;forested;windy;vast;ancient;modern;rugged;icy
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Spatial Concepts,outside,external;cold;bright;rainy;open;exposed;quiet;noisy;vast;green
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Spatial Concepts,right,correct;eastern;straight;true;moral;immediate;sharp;blunt;distant;close
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Spatial Concepts,south,warm;tropical;coastal;desert;sunny;vast;ancient;modern;humid;flat
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Spatial Concepts,west,wild;coastal;sunset;rugged;dry;vast;ancient;modern;windy;golden
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Time Concepts,century,past;future;golden;dark;modern;ancient;progressive;turbulent;peaceful;revolutionary
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Time Concepts,day,sunny;rainy;long;short;busy;lazy;clear;foggy;warm;cold
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Time Concepts,evening,quiet;peaceful;cool;long;romantic;busy;dark;golden;relaxing;festive
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Time Concepts,hour,late;early;busy;quiet;golden;dark;final;opening;short;extended
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Time Concepts,minute,last;first;quick;slow;final;opening;busy;quiet;short;extended
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Time Concepts,month,long;short;busy;quiet;festive;cold;warm;final;opening;rainy
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Time Concepts,morning,fresh;bright;early;foggy;cool;busy;quiet;sunny;crisp;lazy
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Time Concepts,night,dark;quiet;starry;long;restless;peaceful;cold;warm;festive;mysterious
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Time Concepts,season,warm;cold;rainy;dry;festive;quiet;long;short;blooming;harsh
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Time Concepts,second,final;first;quick;last;opening;busy;quiet;short;extended;crucial
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Time Concepts,week,long;short;busy;quiet;final;opening;rainy;sunny;festive;relaxing
grok-3-mini,think-in-native,1.0,FR # French,Perfect,most frequent,Time Concepts,year,new;old;busy;quiet;prosperous;difficult;final;opening;rainy;sunny
