Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3,english-monolingual,0.0,FR # French,B1,most frequent,Abstract Concepts,anger,intense;fiery;uncontrollable;deep;burning;fierce;raw;bitter;sudden;suppressed
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Social Relationships,follower,loyal;dedicated;eager;supportive;obedient;enthusiastic;trusting;committed;admiring;devoted
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Social Relationships,friend,close;loyal;funny;kind;supportive;trusted;caring;reliable;honest;lifelong
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Social Relationships,leader,strong;inspiring;confident;decisive;charismatic;wise;bold;visionary;respected;authoritative
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Social Relationships,mother,nurturing;loving;caring;strict;supportive;gentle;strong;wise;protective;selfless
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Social Relationships,partner,loving;supportive;equal;trusted;loyal;compatible;caring;reliable;understanding;committed
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Social Relationships,rival,fierce;competitive;challenging;tough;determined;bitter;relentless;strong;formidable;driven
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Social Relationships,sister,loving;annoying;close;supportive;caring;protective;funny;loyal;sweet;understanding
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Social Relationships,stranger,mysterious;unknown;distant;unfamiliar;curious;suspicious;quiet;aloof;random;unexpected
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Spatial Concepts,above,high;elevated;overhead;superior;towering;lofty;upper;distant;prominent;soaring
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Spatial Concepts,back,rear;hind;behind;posterior;hidden;last;remote;trailing;secondary;unnoticed
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Spatial Concepts,below,lower;beneath;under;inferior;submerged;hidden;underground;lesser;deeper;underneath
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Spatial Concepts,east,eastern;oriental;rising;distant;far;cultural;ancient;exotic;remote;traditional
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Spatial Concepts,front,forward;leading;foremost;primary;initial;visible;prominent;first;central;ahead
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Spatial Concepts,inside,inner;internal;hidden;enclosed;private;deep;secret;confined;sheltered;intimate
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Spatial Concepts,left,western;remaining;abandoned;liberal;odd;sideways;awkward;stray;unused;neglected
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Spatial Concepts,north,cold;polar;upper;distant;remote;chilly;rugged;northern;wild;harsh
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Spatial Concepts,outside,external;outer;exposed;public;open;distant;foreign;peripheral;surface;beyond
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Spatial Concepts,right,correct;eastern;proper;just;accurate;conservative;immediate;direct;fitting;suitable
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Spatial Concepts,south,warm;southern;tropical;lower;sunny;humid;distant;exotic;vibrant;lush
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Spatial Concepts,west,western;distant;frontier;modern;progressive;wild;remote;cultural;open;expansive
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Time Concepts,century,past;new;old;modern;ancient;turning;significant;historic;long;defining
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Time Concepts,day,long;short;busy;sunny;rainy;quiet;hectic;memorable;ordinary;bright
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Time Concepts,evening,quiet;cool;late;dark;peaceful;relaxing;calm;twilight;pleasant;serene
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Time Concepts,hour,late;early;long;short;busy;quiet;critical;fleeting;golden;rushed
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Time Concepts,minute,quick;fleeting;brief;last;crucial;precious;short;exact;passing;tense
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Time Concepts,month,long;short;busy;cold;warm;rainy;quiet;memorable;current;past
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Time Concepts,morning,early;bright;cool;quiet;fresh;sunny;peaceful;busy;crisp;new
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Time Concepts,night,dark;late;quiet;long;cold;starry;peaceful;restless;silent;deep
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Time Concepts,season,warm;cold;rainy;dry;festive;changing;long;short;favorite;harsh
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Time Concepts,second,quick;brief;fleeting;critical;last;precise;short;passing;instant;vital
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Time Concepts,week,busy;long;short;hectic;quiet;productive;stressful;relaxing;eventful;ordinary
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Time Concepts,year,long;short;memorable;challenging;successful;tough;new;past;significant;transformative
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Abstract Concepts,anger,intense;burning;fierce;uncontrollable;deep;raw;sudden;bitter;suppressed;explosive
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Abstract Concepts,courage,bold;fearless;brave;heroic;daring;valiant;steadfast;resolute;gallant;unflinching
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Abstract Concepts,fear,overwhelming;paralyzing;deep-seated;irrational;chilling;haunting;persistent;primal;gripping;unspoken
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Abstract Concepts,freedom,absolute;cherished;hard-won;liberating;boundless;precious;fundamental;exhilarating;true;enduring
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Abstract Concepts,happiness,pure;radiant;infectious;genuine;lasting;simple;profound;unexpected;blissful;heartfelt
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Abstract Concepts,hate,intense;venomous;consuming;blind;bitter;relentless;deep-rooted;fiery;toxic;unspoken
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Abstract Concepts,honesty,brutal;refreshing;unwavering;sincere;raw;admirable;rare;complete;transparent;steadfast
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Abstract Concepts,justice,fair;impartial;righteous;overdue;swift;hard-fought;blind;moral;restorative;uncompromising
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Abstract Concepts,knowledge,vast;deep;profound;extensive;practical;theoretical;hidden;ancient;specialized;invaluable
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Abstract Concepts,love,unconditional;passionate;tender;eternal;selfless;romantic;fierce;gentle;enduring;true
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Abstract Concepts,peace,serene;lasting;fragile;inner;quiet;harmonious;elusive;profound;calming;sacred
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Abstract Concepts,wisdom,timeless;profound;hard-earned;insightful;ancient;practical;deep;quiet;guiding;invaluable
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Cultural Artifacts,bell,loud;clear;resonant;melodic;antique;brass;tiny;ceremonial;warning;festive
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Cultural Artifacts,candle,flickering;warm;scented;tall;melted;decorative;soft;glowing;romantic;calming
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Cultural Artifacts,carpet,plush;soft;worn;colorful;thick;patterned;luxurious;faded;oriental;cozy
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Cultural Artifacts,coin,shiny;old;rare;silver;gold;worn;commemorative;small;valuable;ancient
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Cultural Artifacts,crown,golden;jeweled;royal;heavy;ornate;ancient;ceremonial;majestic;symbolic;glittering
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Cultural Artifacts,flag,national;tattered;proud;colorful;waving;symbolic;historic;bold;official;vibrant
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Cultural Artifacts,mask,mysterious;eerie;decorative;tribal;painted;hidden;creepy;elaborate;ceremonial;protective
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Cultural Artifacts,necklace,delicate;elegant;beaded;gold;silver;vintage;intricate;sparkling;heirloom;bold
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Cultural Artifacts,painting,beautiful;abstract;realistic;vibrant;old;famous;detailed;expressive;colorful;haunting
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Cultural Artifacts,ring,gold;silver;diamond;simple;ornate;engagement;antique;precious;engraved;shiny
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Cultural Artifacts,statue,marble;bronze;towering;ancient;detailed;majestic;weathered;iconic;commemorative;imposing
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Cultural Artifacts,vase,ceramic;delicate;ornate;tall;antique;floral;cracked;elegant;decorative;fragile
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Environmental Phenomena,cloud,fluffy;dark;white;ominous;wispy;thick;floating;gray;stormy;soft
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Environmental Phenomena,earthquake,devastating;powerful;sudden;destructive;terrifying;massive;violent;unexpected;catastrophic;seismic
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Environmental Phenomena,fog,thick;eerie;dense;mysterious;cold;heavy;obscuring;silent;creeping;gray
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Environmental Phenomena,lightning,bright;jagged;sudden;powerful;electric;striking;dangerous;vivid;blinding;fierce
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Environmental Phenomena,rain,gentle;heavy;steady;cold;refreshing;torrential;light;persistent;drizzling;warm
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;beautiful;rare;magical;bright;fleeting;arched;stunning;vivid
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Environmental Phenomena,snow,soft;white;heavy;powdery;fresh;cold;silent;thick;falling;pristine
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Environmental Phenomena,storm,violent;raging;powerful;dark;fierce;sudden;destructive;thunderous;intense;brewing
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Environmental Phenomena,thunder,loud;booming;rolling;deep;startling;ominous;distant;powerful;echoing;menacing
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Environmental Phenomena,tide,high;low;strong;incoming;outgoing;relentless;powerful;calm;tidal;surging
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;fiery;massive;dangerous;ancient;towering;destructive;smoldering
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Environmental Phenomena,wind,strong;gusty;cold;warm;gentle;howling;brisk;relentless;wild;biting
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Food Items,apple,red;green;crisp;juicy;sweet;tart;fresh;ripe;shiny;firm
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Food Items,banana,yellow;ripe;sweet;soft;curved;tropical;fresh;bruised;peeled;nutritious
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Food Items,beef,tender;juicy;lean;grilled;rare;well-done;savory;marbled;fresh;seasoned
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Food Items,bread,fresh;crusty;soft;warm;homemade;stale;sliced;whole-grain;toasted;fluffy
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Food Items,broccoli,green;fresh;crisp;tender;steamed;raw;healthy;vibrant;bitter;nutritious
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Food Items,cheese,sharp;creamy;aged;melted;soft;hard;tangy;mild;pungent;grated
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Food Items,chicken,roasted;grilled;tender;juicy;spicy;fried;lean;savory;moist;seasoned
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Food Items,egg,fresh;boiled;fried;scrambled;raw;organic;white;brown;cracked;soft-boiled
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Food Items,fish,fresh;grilled;raw;flaky;oily;smoked;salty;tender;white;bony
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Food Items,pasta,al dente;soft;fresh;homemade;creamy;cheesy;spicy;saucy;tender;hearty
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Food Items,rice,white;brown;sticky;fluffy;steamed;seasoned;fragrant;long-grain;wild;cooked
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Food Items,soup,hot;creamy;hearty;clear;savory;spicy;homemade;comforting;thick;brothy
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Human Roles,artist,talented;creative;innovative;passionate;eccentric;visionary;skilled;struggling;famous;inspired
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Human Roles,athlete,strong;fast;dedicated;competitive;skilled;disciplined;agile;powerful;determined;elite
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Human Roles,chef,skilled;creative;passionate;innovative;experienced;meticulous;talented;busy;renowned;culinary
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Human Roles,doctor,compassionate;skilled;dedicated;knowledgeable;caring;busy;experienced;trusted;professional;wise
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Human Roles,engineer,innovative;skilled;analytical;creative;precise;dedicated;technical;brilliant;practical;resourceful
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Human Roles,farmer,hardworking;dedicated;rugged;patient;knowledgeable;rural;tough;resourceful;traditional;diligent
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Human Roles,lawyer,sharp;persuasive;dedicated;knowledgeable;aggressive;ethical;experienced;cunning;articulate;professional
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Human Roles,musician,talented;passionate;creative;skilled;dedicated;expressive;gifted;versatile;famous;soulful
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Human Roles,scientist,brilliant;curious;dedicated;innovative;analytical;meticulous;groundbreaking;knowledgeable;precise;visionary
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Human Roles,soldier,brave;disciplined;loyal;tough;dedicated;heroic;strong;fearless;resilient;honorable
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Human Roles,teacher,patient;inspiring;dedicated;knowledgeable;caring;strict;supportive;wise;enthusiastic;influential
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Human Roles,writer,creative;talented;prolific;insightful;imaginative;eloquent;struggling;famous;passionate;thoughtful
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Inanimate Objects,book,old;new;thick;thin;worn;engaging;classic;hardcover;paperback;fascinating
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Inanimate Objects,bridge,old;sturdy;wooden;steel;long;narrow;iconic;suspended;arched;historic
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Inanimate Objects,drums,loud;rhythmic;powerful;tribal;deep;resonant;beaten;acoustic;electric;vibrant
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Inanimate Objects,earth,vast;ancient;fertile;blue;fragile;living;rotating;sacred;bountiful;grounded
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Inanimate Objects,flute,delicate;melodic;silver;wooden;soft;high-pitched;elegant;ancient;haunting;clear
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Inanimate Objects,key,old;rusty;golden;small;important;hidden;spare;brass;worn;essential
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Inanimate Objects,knife,sharp;dull;serrated;long;short;rusty;kitchen;pocket;dangerous;gleaming
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Inanimate Objects,lock,sturdy;old;rusty;secure;broken;heavy;brass;digital;antique;reliable
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Inanimate Objects,moon,full;crescent;bright;pale;mysterious;glowing;distant;silver;haunting;serene
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Inanimate Objects,pen,black;blue;elegant;cheap;fountain;ballpoint;worn;smooth;leaky;stylish
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Inanimate Objects,sun,bright;warm;blazing;golden;rising;setting;hot;radiant;blinding;powerful
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Inanimate Objects,sword,sharp;ancient;heavy;gleaming;deadly;ornate;rusty;legendary;forged;ceremonial
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Neutral Animals,cat,fluffy;sleek;curious;playful;lazy;independent;black;white;feral;affectionate
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Neutral Animals,dog,loyal;friendly;energetic;protective;big;small;furry;obedient;playful;gentle
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Neutral Animals,dolphin,intelligent;playful;sleek;friendly;graceful;social;curious;fast;aquatic;charming
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Neutral Animals,elephant,massive;gentle;gray;wise;powerful;majestic;slow;endangered;wrinkled;strong
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Neutral Animals,hamster,tiny;cute;furry;active;small;fluffy;nocturnal;playful;chubby;timid
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Neutral Animals,monkey,playful;curious;agile;mischievous;social;clever;wild;loud;small;energetic
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Neutral Animals,mouse,tiny;quiet;sneaky;small;gray;timid;quick;cute;scurrying;delicate
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Neutral Animals,peacock,colorful;proud;vibrant;majestic;beautiful;ornate;striking;elegant;showy;regal
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Neutral Animals,rabbit,soft;fluffy;quick;timid;cute;white;brown;hopping;gentle;small
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Neutral Animals,shark,fierce;powerful;sleek;dangerous;predatory;gray;fast;deadly;massive;silent
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Neutral Animals,snake,slithery;venomous;long;dangerous;silent;coiled;green;deadly;scaly;stealthy
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Neutral Animals,whale,massive;gentle;blue;enormous;majestic;deep-sea;migrating;powerful;graceful;endangered
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Places,city,bustling;crowded;modern;historic;noisy;vibrant;sprawling;urban;busy;diverse
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Places,desert,vast;arid;hot;barren;sandy;dry;endless;harsh;remote;desolate
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Places,forest,dense;green;ancient;dark;lush;mysterious;quiet;thick;wild;enchanted
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Places,island,tropical;remote;small;beautiful;isolated;rocky;sandy;uninhabited;lush;volcanic
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Places,lake,calm;clear;deep;blue;serene;still;cold;reflective;vast;tranquil
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Places,mountain,tall;rugged;snowy;majestic;steep;rocky;towering;ancient;imposing;breathtaking
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Places,ocean,vast;deep;blue;wild;endless;powerful;mysterious;turbulent;calm;salty
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Places,plain,flat;vast;open;grassy;barren;wide;endless;fertile;quiet;expansive
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Places,plateau,high;flat;vast;rocky;elevated;barren;wide;remote;rugged;ancient
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Places,river,winding;wide;deep;calm;rushing;clear;muddy;long;powerful;serene
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Places,valley,green;deep;narrow;fertile;quiet;lush;hidden;steep;beautiful;secluded
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Places,village,small;quiet;rural;quaint;peaceful;remote;traditional;friendly;tiny;charming
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Plants,cactus,spiky;green;tall;desert;prickly;tough;hardy;dry;unique;resilient
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Plants,eggplant,purple;shiny;smooth;fresh;firm;bitter;oval;ripe;tender;versatile
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Plants,flower,beautiful;colorful;fragrant;delicate;bright;blooming;fresh;vibrant;soft;lovely
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Plants,grass,green;lush;tall;short;wet;dry;soft;thick;fresh;dewy
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Plants,lettuce,crisp;green;fresh;leafy;tender;raw;healthy;light;crunchy;vibrant
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Plants,mushroom,earthy;brown;white;small;edible;wild;soft;spongy;fresh;toxic
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Plants,onion,sharp;pungent;white;yellow;raw;sweet;strong;layered;fresh;chopped
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Plants,pepper,spicy;red;green;hot;sweet;fresh;crisp;mild;fiery;colorful
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Plants,potato,brown;starchy;firm;fresh;baked;mashed;raw;hearty;versatile;earthy
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Plants,rose,red;pink;fragrant;beautiful;delicate;thorny;elegant;blooming;romantic;classic
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Plants,tomato,red;ripe;juicy;fresh;sweet;tangy;round;firm;soft;vibrant
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Plants,tree,tall;old;green;sturdy;leafy;ancient;bare;thick;majestic;sprawling
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Social Relationships,ally,loyal;trusted;supportive;reliable;close;steadfast;helpful;dependable;strong;valuable
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Social Relationships,brother,loving;protective;annoying;close;supportive;older;younger;loyal;funny;caring
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Social Relationships,enemy,dangerous;hostile;bitter;relentless;cunning;powerful;hated;formidable;deceptive;ruthless
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Social Relationships,father,loving;strict;supportive;wise;caring;protective;strong;kind;hardworking;gentle
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Social Relationships,follower,loyal;dedicated;eager;supportive;obedient;enthusiastic;trusting;devoted;admiring;committed
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Social Relationships,friend,close;loyal;funny;kind;supportive;trusted;dear;lifelong;reliable;caring
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Social Relationships,leader,strong;inspiring;confident;decisive;charismatic;wise;bold;visionary;respected;authoritative
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Social Relationships,mother,loving;nurturing;caring;strict;supportive;gentle;strong;wise;protective;selfless
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Social Relationships,partner,loving;supportive;equal;trusted;reliable;close;compatible;loyal;understanding;committed
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Social Relationships,rival,fierce;competitive;challenging;tough;bitter;determined;aggressive;formidable;persistent;strong
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Social Relationships,sister,loving;annoying;supportive;close;caring;funny;protective;loyal;sweet;strong
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Social Relationships,stranger,mysterious;unknown;distant;unfamiliar;curious;suspicious;quiet;odd;unexpected;intriguing
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Spatial Concepts,above,high;elevated;overhead;superior;towering;lofty;upper;distant;soaring;prominent
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Spatial Concepts,back,rear;hind;behind;posterior;hidden;last;remote;trailing;secondary;unnoticed
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Spatial Concepts,below,lower;beneath;under;inferior;submerged;hidden;underground;lesser;bottom;sunken
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Spatial Concepts,east,eastern;oriental;rising;distant;far;cultural;ancient;exotic;remote;traditional
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Spatial Concepts,front,forward;leading;foremost;primary;initial;visible;prominent;main;first;central
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Spatial Concepts,inside,inner;internal;hidden;enclosed;private;deep;secret;confined;sheltered;intimate
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Spatial Concepts,left,western;remaining;liberal;odd;stray;abandoned;unused;sideways;awkward;opposite
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Spatial Concepts,north,cold;polar;upper;distant;remote;chilly;northern;harsh;rugged;wild
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Spatial Concepts,outside,external;outer;exposed;public;open;distant;foreign;peripheral;surface;visible
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Spatial Concepts,right,correct;proper;eastern;conservative;just;accurate;fitting;moral;precise;suitable
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Spatial Concepts,south,warm;southern;tropical;lower;sunny;humid;exotic;distant;balmy;lush
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Spatial Concepts,west,western;distant;frontier;modern;progressive;wild;remote;sunset;pioneering;expansive
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Time Concepts,century,past;new;old;modern;ancient;previous;current;long;historic;defining
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Time Concepts,day,long;short;busy;sunny;rainy;quiet;hectic;memorable;ordinary;bright
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Time Concepts,evening,quiet;cool;dark;peaceful;late;relaxing;calm;twilight;pleasant;serene
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Time Concepts,hour,long;short;late;early;busy;quiet;crucial;fleeting;precious;idle
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Time Concepts,minute,quick;brief;short;fleeting;last;critical;precise;hurried;passing;exact
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Time Concepts,month,long;short;busy;quiet;cold;warm;rainy;dry;memorable;hectic
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Time Concepts,morning,early;bright;cool;quiet;fresh;sunny;foggy;peaceful;crisp;busy
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Time Concepts,night,dark;quiet;late;long;cold;starry;silent;eerie;peaceful;restless
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Time Concepts,season,warm;cold;wet;dry;long;short;festive;harsh;mild;changing
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Time Concepts,second,quick;brief;fleeting;instant;short;critical;precise;passing;momentary;vital
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Time Concepts,week,long;short;busy;quiet;hectic;relaxing;stressful;productive;memorable;ordinary
grok-3,english-monolingual,0.0,FR # French,Perfect,most frequent,Time Concepts,year,long;short;busy;memorable;challenging;successful;tough;eventful;quiet;transformative
