Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
o3-mini,basic,1.0,JA # Japanese,B1,most frequent,Abstract Concepts,anger,strong;deep;hot;fierce;burning;sudden;wild;bitter;constant;raw
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Time Concepts,night,dark;quiet;calm;serene;mysterious;starry;peaceful;cool;tranquil;deep
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Time Concepts,season,changing;distinct;varied;vibrant;cool;warm;fleeting;pleasant;memorable;transitional
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Time Concepts,second,brief;fleeting;transient;precise;measured;quick;short;ephemeral;valuable;immediate
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Time Concepts,week,busy;long;short;eventful;hectic;peaceful;balanced;demanding;relaxing;productive
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Time Concepts,year,long;eventful;busy;memorable;historic;prosperous;challenging;fruitful;significant;transformative
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Abstract Concepts,anger,intense;burning;fierce;passionate;explosive;deep;uncontrollable;simmering;volatile;overwhelming
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Abstract Concepts,courage,brave;bold;valiant;fearless;gallant;heroic;daring;resolute;strong;determined
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Abstract Concepts,fear,terrifying;paralyzing;consuming;overwhelming;deep;haunting;crippling;persistent;chilling;unnerving
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Abstract Concepts,freedom,unrestricted;boundless;independent;liberating;absolute;sovereign;expansive;free;open;unlimited
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Abstract Concepts,happiness,joyful;radiant;blissful;cheerful;exuberant;content;delightful;uplifting;serene;effervescent
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Abstract Concepts,hate,intense;bitter;deep;vehement;consuming;corrosive;relentless;seething;hostile;burning
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Abstract Concepts,honesty,sincere;genuine;truthful;candid;straightforward;upright;reliable;honorable;transparent;frank
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Abstract Concepts,justice,fair;righteous;impartial;unbiased;equitable;balanced;lawful;principled;moral;steadfast
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Abstract Concepts,knowledge,profound;extensive;deep;vast;comprehensive;insightful;thorough;intellectual;scholarly;learned
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Abstract Concepts,love,passionate;tender;unconditional;deep;affectionate;caring;devoted;ardent;warm;sincere
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Abstract Concepts,peace,calm;serene;tranquil;quiet;harmonious;restful;untroubled;placid;soothing;gentle
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Abstract Concepts,wisdom,profound;insightful;deep;sagacious;learned;judicious;reflective;prudent;enlightened;timeless
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Cultural Artifacts,bell,loud;resonant;clear;chime-like;sonorous;metallic;ringing;vibrant;crisp;tinkling
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Cultural Artifacts,candle,flickering;soft;glowing;gentle;warm;delicate;dim;radiant;slender;ambient
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Cultural Artifacts,carpet,plush;colorful;woven;soft;patterned;thick;comfortable;durable;elegant;textured
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Cultural Artifacts,coin,small;shiny;metallic;valuable;round;embossed;collectible;ancient;rare;historic
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Cultural Artifacts,crown,regal;ornate;golden;jeweled;splendid;majestic;noble;elegant;shining;priceless
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Cultural Artifacts,flag,vibrant;colorful;symbolic;waving;national;striped;bold;fluttering;proud;iconic
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Cultural Artifacts,mask,mysterious;opaque;elaborate;decorative;protective;hidden;artistic;silent;ancient;eerie
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Cultural Artifacts,necklace,elegant;sparkling;delicate;ornate;glamorous;classic;charming;refined;intricate;stylish
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Cultural Artifacts,painting,vivid;colorful;expressive;imaginative;timeless;detailed;artistic;striking;creative;masterful
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Cultural Artifacts,ring,shiny;elegant;precious;circular;decorative;intricate;timeless;radiant;delicate;beautiful
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Cultural Artifacts,statue,majestic;grand;ancient;detailed;lifelike;imposing;monumental;classic;artistic;revered
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Cultural Artifacts,vase,fragile;elegant;ornate;classic;decorative;exquisite;graceful;timeless;artistic;subtle
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Environmental Phenomena,cloud,fluffy;white;billowy;vast;drifting;dark;soft;light;ethereal;ever-changing
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Environmental Phenomena,earthquake,devastating;powerful;massive;sudden;violent;relentless;catastrophic;seismic;turbulent;unforeseen
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Environmental Phenomena,fog,dense;mysterious;thick;eerie;silent;chilling;shrouded;obscuring;drifting;ethereal
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Environmental Phenomena,lightning,bright;sudden;electric;powerful;dazzling;quick;striking;intense;blinding;radiant
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Environmental Phenomena,rain,wet;steady;gentle;heavy;refreshing;cold;soft;drenching;persistent;soothing
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Environmental Phenomena,rainbow,colorful;vibrant;bright;stunning;majestic;ethereal;vivid;rare;luminous;captivating
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Environmental Phenomena,snow,white;cold;powdery;soft;sparkling;silent;gentle;fresh;pristine;delicate
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Environmental Phenomena,storm,violent;fierce;raging;turbulent;heavy;dark;ominous;angry;wild;relentless
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Environmental Phenomena,thunder,loud;booming;resonant;rolling;deep;powerful;startling;echoing;rumbling;intense
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Environmental Phenomena,tide,rising;falling;constant;rhythmic;powerful;oceanic;persistent;ebbing;surging;dynamic
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Environmental Phenomena,volcano,active;eruptive;fiery;rumbling;dangerous;molten;towering;unstable;explosive;smoldering
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Environmental Phenomena,wind,strong;brisk;gentle;cold;refreshing;blowing;howling;fierce;steady;soothing
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Food Items,apple,crisp;juicy;red;ripe;fresh;sweet;tart;delicious;fragrant;wholesome
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Food Items,banana,yellow;ripe;sweet;fresh;curved;nutritious;tropical;soft;appealing;mellow
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Food Items,beef,juicy;tender;savory;succulent;flavorful;fresh;hearty;rich;prime;satisfying
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Food Items,bread,fresh;warm;crusty;soft;delicious;wholesome;aromatic;golden;inviting;fluffy
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Food Items,broccoli,green;fresh;crisp;nutritious;tender;healthy;vibrant;organic;delicious;robust
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Food Items,cheese,creamy;rich;tangy;delicious;aged;soft;savory;firm;smooth;flavorful
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Food Items,chicken,tender;juicy;flavorful;fresh;savory;aromatic;succulent;hearty;well-cooked;satisfying
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Food Items,egg,fresh;delicate;organic;wholesome;nutritious;small;oval;soft;vibrant;appetizing
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Food Items,fish,fresh;flaky;tender;savory;delicious;succulent;oily;healthy;briny;nutritious
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Food Items,pasta,tender;savory;hearty;delicious;flavorful;aromatic;comforting;silky;satisfying;classic
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Food Items,rice,steamed;fluffy;tender;delicious;fragrant;plain;nourishing;soft;satisfying;versatile
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Food Items,soup,warm;savory;hearty;flavorful;rich;delicious;soothing;comforting;light;aromatic
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Human Roles,artist,creative;innovative;talented;expressive;imaginative;skilled;visionary;dedicated;inspiring;original
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Human Roles,athlete,strong;agile;determined;fit;competitive;driven;energetic;skilled;resilient;powerful
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Human Roles,chef,talented;creative;skilled;innovative;experienced;dedicated;meticulous;inspiring;professional;resourceful
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Human Roles,doctor,knowledgeable;compassionate;skilled;dedicated;experienced;caring;reliable;attentive;professional;trustworthy
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Human Roles,engineer,innovative;analytical;skilled;logical;creative;precise;dedicated;resourceful;knowledgeable;efficient
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Human Roles,farmer,hardworking;diligent;earthy;dedicated;resourceful;skilled;robust;sustainable;experienced;reliable
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Human Roles,lawyer,knowledgeable;articulate;ethical;persuasive;diligent;sharp;experienced;resourceful;analytical;professional
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Human Roles,musician,talented;creative;passionate;skilled;rhythmic;expressive;innovative;inspiring;dedicated;soulful
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Human Roles,scientist,analytical;innovative;curious;diligent;knowledgeable;meticulous;insightful;creative;dedicated;precise
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Human Roles,soldier,brave;disciplined;courageous;dedicated;resilient;determined;vigilant;strong;honorable;steadfast
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Human Roles,teacher,knowledgeable;patient;dedicated;inspiring;caring;creative;resourceful;supportive;passionate;experienced
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Human Roles,writer,creative;articulate;thoughtful;imaginative;dedicated;skilled;insightful;expressive;inspiring;prolific
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Inanimate Objects,book,informative;engaging;insightful;entertaining;classic;enlightening;timeless;witty;compelling;detailed
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Inanimate Objects,bridge,sturdy;historic;impressive;long;elegant;strong;architectural;iconic;timeless;connecting
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Inanimate Objects,drums,rhythmic;powerful;resonant;energetic;dynamic;pounding;deep;vibrant;lively;steady
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Inanimate Objects,earth,vast;fertile;ancient;diverse;abundant;vibrant;nurturing;dynamic;blue;majestic
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Inanimate Objects,flute,melodic;graceful;airy;delicate;soothing;vibrant;enchanting;refined;elegant;lyrical
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Inanimate Objects,key,small;metallic;intricate;essential;old;unique;shiny;decorative;functional;reliable
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Inanimate Objects,knife,sharp;sturdy;lethal;versatile;well-crafted;durable;precise;elegant;practical;sleek
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Inanimate Objects,lock,secure;sturdy;reliable;intricate;robust;durable;functional;traditional;mechanical;steadfast
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Inanimate Objects,moon,bright;serene;silvery;enchanting;luminous;mysterious;gentle;celestial;radiant;peaceful
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Inanimate Objects,pen,smooth;sleek;reliable;elegant;functional;refined;portable;precise;stylish;durable
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Inanimate Objects,sun,radiant;blazing;warm;brilliant;powerful;golden;dazzling;luminous;intense;life-giving
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Inanimate Objects,sword,sharp;gleaming;ancient;formidable;elegant;deadly;ornate;strong;resilient;legendary
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Neutral Animals,cat,playful;curious;agile;graceful;independent;affectionate;clever;sleek;friendly;mysterious
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Neutral Animals,dog,loyal;friendly;playful;faithful;energetic;loving;protective;obedient;cheerful;devoted
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Neutral Animals,dolphin,intelligent;graceful;friendly;agile;playful;curious;swift;sociable;vibrant;aquatic
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Neutral Animals,elephant,majestic;enormous;gentle;wise;sturdy;noble;powerful;graceful;ancient;impressive
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Neutral Animals,hamster,small;lively;cute;furry;adorable;playful;active;timid;charming;inquisitive
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Neutral Animals,monkey,playful;agile;clever;mischievous;lively;curious;energetic;smart;nimble;spirited
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Neutral Animals,mouse,tiny;timid;quick;cautious;delicate;nimble;furry;small;observant;agile
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Neutral Animals,peacock,vibrant;colorful;majestic;elegant;striking;splendid;dazzling;graceful;ornate;showy
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Neutral Animals,rabbit,fluffy;quick;gentle;timid;soft;lively;adorable;cute;agile;friendly
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Neutral Animals,shark,ferocious;dangerous;sleek;powerful;relentless;swift;menacing;predatory;formidable;agile
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Neutral Animals,snake,slippery;venomous;silent;sinuous;agile;mysterious;dangerous;sleek;cunning;unpredictable
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Neutral Animals,whale,massive;majestic;gentle;powerful;graceful;enormous;ancient;mysterious;colossal;peaceful
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Places,city,vibrant;bustling;modern;sprawling;lively;historic;dynamic;diverse;busy;thriving
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Places,desert,arid;vast;barren;scorching;endless;rugged;harsh;remote;sandy;desolate
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Places,forest,lush;dense;vibrant;enchanting;wild;mysterious;verdant;serene;ancient;thriving
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Places,island,isolated;tropical;serene;remote;picturesque;lush;charming;tranquil;beautiful;inviting
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Places,lake,tranquil;serene;clear;reflective;calm;deep;pristine;vast;sparkling;inviting
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Places,mountain,majestic;towering;rugged;imposing;lofty;ancient;scenic;impressive;serene;formidable
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Places,ocean,vast;deep;endless;turbulent;mysterious;blue;majestic;powerful;soothing;expansive
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Places,plain,open;expansive;flat;endless;windswept;vast;serene;barren;rolling;gentle
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Places,plateau,elevated;flat;expansive;rugged;remote;serene;ancient;barren;lofty;broad
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Places,river,flowing;winding;sparkling;deep;meandering;endless;clear;swift;serene;powerful
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Places,valley,lush;green;deep;fertile;scenic;peaceful;winding;expansive;quiet;secluded
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Places,village,small;quaint;peaceful;charming;rustic;close-knit;friendly;historic;serene;vibrant
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Plants,cactus,spiky;tough;resilient;prickly;arid;hardy;green;rugged;enduring;sun-baked
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Plants,eggplant,purple;firm;glossy;tender;fresh;vibrant;earthy;plump;rich;succulent
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Plants,flower,beautiful;delicate;fragrant;colorful;vibrant;blooming;fresh;graceful;lovely;radiant
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Plants,grass,green;fresh;soft;lush;vibrant;short;abundant;tender;wild;fertile
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Plants,lettuce,crisp;fresh;leafy;green;tender;mild;healthy;crunchy;vibrant;soft
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Plants,mushroom,earthy;fresh;tender;flavorful;wild;soft;delicate;rustic;organic;aromatic
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Plants,onion,pungent;sharp;layered;fresh;crisp;zesty;mild;aromatic;strong;robust
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Plants,pepper,spicy;vibrant;hot;colorful;tangy;fresh;zesty;aromatic;bold;crisp
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Plants,potato,starchy;hearty;tender;versatile;fresh;earthy;fluffy;nutritious;robust;golden
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Plants,rose,fragrant;beautiful;delicate;red;elegant;blooming;soft;vibrant;classic;romantic
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Plants,tomato,ripe;juicy;red;fresh;vibrant;tangy;sweet;succulent;glossy;flavorful
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Plants,tree,tall;sturdy;majestic;leafy;ancient;green;broad;resilient;vibrant;towering
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Social Relationships,ally,loyal;supportive;reliable;trustworthy;steadfast;dependable;committed;sincere;protective;cooperative
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Social Relationships,brother,caring;supportive;loving;close;reliable;kind;understanding;protective;warm;dependable
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Social Relationships,enemy,hostile;fierce;dangerous;relentless;bitter;adversarial;ruthless;formidable;cunning;cold
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Social Relationships,father,caring;supportive;wise;protective;strong;nurturing;reliable;compassionate;understanding;steadfast
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Social Relationships,follower,loyal;dedicated;supportive;committed;attentive;devoted;active;respectful;reliable;sincere
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Social Relationships,friend,kind;supportive;loyal;caring;trustworthy;warm;understanding;reliable;genuine;cheerful
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Social Relationships,leader,charismatic;decisive;inspiring;visionary;strong;supportive;dynamic;reliable;bold;innovative
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Social Relationships,mother,loving;caring;nurturing;supportive;compassionate;kind;gentle;patient;understanding;devoted
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Social Relationships,partner,supportive;loving;reliable;committed;caring;respectful;dedicated;compassionate;loyal;understanding
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Social Relationships,rival,competitive;fierce;determined;challenging;ambitious;relentless;formidable;driven;bold;adversarial
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Social Relationships,sister,kind;caring;supportive;loving;understanding;cheerful;compassionate;reliable;warm;gentle
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Social Relationships,stranger,unknown;mysterious;unfamiliar;curious;distant;cautious;unapproachable;quiet;tentative;reserved
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Spatial Concepts,above,upper;elevated;high;overhanging;superior;majestic;lofty;exalted;prominent;overarching
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Spatial Concepts,back,curved;firm;steady;supportive;hidden;resilient;reliable;solid;robust;enduring
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Spatial Concepts,below,lower;beneath;underlying;subordinate;hidden;deep;fundamental;modest;submerged;subtle
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Spatial Concepts,east,eastern;rising;warm;golden;bright;welcoming;vibrant;promising;scenic;historic
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Spatial Concepts,front,leading;foremost;visible;prominent;clear;open;direct;inviting;bold;appealing
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Spatial Concepts,inside,inner;central;enclosed;intimate;hidden;private;cozy;secret;sheltered;comfortable
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Spatial Concepts,left,leftward;remaining;residual;alternate;subsequent;spare;available;additional;minor;peripheral
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Spatial Concepts,north,northern;chilly;stark;crisp;cool;icy;high;remote;expansive;snowy
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Spatial Concepts,outside,external;open;clear;visible;exposed;spacious;bright;welcoming;fresh;ambient
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Spatial Concepts,right,rightward;appropriate;correct;proper;dependable;balanced;steady;assured;valid;exact
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Spatial Concepts,south,southern;warm;sunny;mild;vibrant;inviting;bright;gentle;rich;serene
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Spatial Concepts,west,western;rugged;bold;expansive;wild;historic;open;vast;adventurous;untamed
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Time Concepts,century,historic;long;monumental;significant;enduring;distant;notable;vast;celebrated;remarkable
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Time Concepts,day,bright;sunny;long;bustling;warm;lively;pleasant;eventful;productive;vibrant
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Time Concepts,evening,quiet;calm;peaceful;pleasant;serene;gentle;cool;reflective;soothing;relaxed
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Time Concepts,hour,brief;fleeting;short;precious;measured;timed;limited;rapid;significant;transient
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Time Concepts,minute,brief;tiny;short;diminutive;transient;concise;exact;measured;subtle;delicate
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Time Concepts,month,long;fleeting;busy;notable;eventful;warm;changing;vibrant;transitional;memorable
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Time Concepts,morning,fresh;bright;early;crisp;calm;peaceful;vibrant;hopeful;gentle;promising
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Time Concepts,night,dark;quiet;peaceful;serene;mysterious;calm;starry;tranquil;deep;silent
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Time Concepts,season,changing;vibrant;temperate;distinct;varied;beautiful;dynamic;cyclical;pleasant;memorable
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Time Concepts,second,brief;fleeting;instant;rapid;transient;tiny;exact;short;measured;swift
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Time Concepts,week,busy;productive;dynamic;organized;active;eventful;balanced;varied;structured;challenging
o3-mini,basic,1.0,JA # Japanese,Perfect,most frequent,Time Concepts,year,long;eventful;productive;memorable;challenging;dynamic;historic;transformative;prosperous;remarkable
