Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3,basic,1.0,ES # Spanish,B1,most frequent,Abstract Concepts,anger,strong;deep;hot;wild;red;loud;bitter;quick;fierce;dark
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Abstract Concepts,hate,intense;bitter;deep;irrational;consuming;vicious;unrelenting;blind;toxic;destructive
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Abstract Concepts,honesty,brutal;complete;refreshing;unwavering;sincere;raw;admirable;rare;essential;courageous
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Abstract Concepts,justice,fair;impartial;overdue;swift;blind;righteous;true;hard-fought;moral;divine
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Abstract Concepts,knowledge,vast;deep;profound;extensive;practical;valuable;ancient;specialized;essential;theoretical
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Abstract Concepts,love,unconditional;passionate;deep;true;eternal;selfless;romantic;enduring;tender;fierce
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Abstract Concepts,peace,lasting;inner;serene;fragile;hard-earned;calm;quiet;universal;spiritual;harmonious
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Abstract Concepts,wisdom,profound;timeless;practical;ancient;deep;insightful;hard-earned;invaluable;quiet;thoughtful
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Cultural Artifacts,bell,loud;clear;ringing;small;golden;heavy;old;melodic;brass;distant
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Cultural Artifacts,candle,flickering;warm;small;scented;white;tall;melting;soft;delicate;glowing
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Cultural Artifacts,carpet,soft;thick;colorful;worn;plush;red;intricate;expensive;Persian;dusty
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Cultural Artifacts,coin,shiny;old;rare;small;silver;gold;worn;valuable;ancient;commemorative
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Cultural Artifacts,crown,golden;jeweled;heavy;regal;ancient;ornate;royal;ceremonial;majestic;symbolic
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Cultural Artifacts,flag,national;colorful;waving;tattered;proud;iconic;symbolic;official;historic;bright
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Cultural Artifacts,mask,mysterious;intricate;creepy;colorful;wooden;ceremonial;hidden;painted;traditional;eerie
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Cultural Artifacts,necklace,delicate;golden;silver;elegant;long;beaded;expensive;simple;antique;cherished
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Cultural Artifacts,painting,beautiful;old;abstract;vivid;detailed;famous;colorful;expressive;large;realistic
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Cultural Artifacts,ring,golden;silver;shiny;small;elegant;diamond;antique;simple;engraved;precious
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Cultural Artifacts,statue,tall;ancient;marble;imposing;detailed;weathered;bronze;iconic;majestic;commemorative
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Cultural Artifacts,vase,delicate;porcelain;tall;ornate;antique;colorful;fragile;elegant;floral;classic
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Environmental Phenomena,cloud,fluffy;dark;white;heavy;gray;towering;wispy;thick;drifting;ominous
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Environmental Phenomena,earthquake,powerful;devastating;sudden;violent;destructive;terrifying;massive;unexpected;catastrophic;intense
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Environmental Phenomena,fog,thick;dense;eerie;cold;gray;mysterious;heavy;obscuring;silent;lingering
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Environmental Phenomena,lightning,bright;sudden;powerful;jagged;dangerous;electric;striking;intense;vivid;blinding
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Environmental Phenomena,rain,heavy;light;gentle;steady;cold;refreshing;torrential;endless;soft;drizzling
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Environmental Phenomena,rainbow,colorful;bright;beautiful;vivid;rare;magical;fleeting;arched;vibrant;stunning
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Environmental Phenomena,snow,white;soft;cold;heavy;fluffy;fresh;melting;thick;powdery;silent
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Environmental Phenomena,storm,fierce;powerful;violent;raging;dark;dangerous;sudden;intense;wild;destructive
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Environmental Phenomena,thunder,loud;deep;rumbling;powerful;distant;startling;booming;rolling;menacing;echoing
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Environmental Phenomena,tide,high;low;strong;incoming;outgoing;powerful;relentless;calm;rhythmic;dangerous
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Environmental Phenomena,volcano,active;dormant;massive;dangerous;fiery;majestic;ancient;erupting;towering;deadly
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Environmental Phenomena,wind,strong;cold;warm;gentle;fierce;howling;brisk;relentless;gusty;biting
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Food Items,apple,red;green;crisp;sweet;juicy;fresh;ripe;tart;shiny;firm
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Food Items,banana,yellow;ripe;sweet;soft;long;curved;fresh;tropical;spotted;creamy
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Food Items,beef,tender;juicy;grilled;rare;well-done;savory;fresh;lean;marbled;hearty
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Food Items,bread,fresh;warm;crusty;soft;white;whole-grain;homemade;stale;toasted;sliced
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Food Items,broccoli,green;fresh;tender;healthy;steamed;raw;crisp;vibrant;bitter;nutritious
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Food Items,cheese,creamy;sharp;melted;aged;soft;hard;tangy;mild;grated;pungent
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Food Items,chicken,grilled;roasted;tender;juicy;spicy;fried;savory;lean;golden;marinated
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Food Items,egg,fresh;boiled;fried;scrambled;white;brown;soft;hard;organic;runny
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Food Items,fish,fresh;grilled;fried;raw;flaky;oily;smoked;tender;white;salty
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Food Items,pasta,al dente;fresh;creamy;spicy;homemade;soft;long;short;cheesy;saucy
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Food Items,rice,white;brown;sticky;fluffy;steamed;fragrant;long-grain;short-grain;savory;plain
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Food Items,soup,hot;creamy;hearty;spicy;clear;thick;savory;homemade;comforting;light
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Human Roles,artist,talented;creative;famous;struggling;visionary;passionate;innovative;eccentric;skilled;inspired
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Human Roles,athlete,strong;fast;skilled;dedicated;competitive;agile;determined;muscular;disciplined;talented
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Human Roles,chef,skilled;creative;famous;passionate;innovative;meticulous;experienced;busy;professional;talented
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Human Roles,doctor,caring;skilled;experienced;dedicated;compassionate;knowledgeable;busy;trusted;professional;attentive
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Human Roles,engineer,innovative;skilled;brilliant;dedicated;analytical;creative;precise;technical;experienced;resourceful
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Human Roles,farmer,hardworking;dedicated;rural;experienced;tough;patient;knowledgeable;traditional;resilient;practical
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Human Roles,lawyer,skilled;sharp;experienced;persuasive;dedicated;tough;intelligent;ambitious;professional;ethical
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Human Roles,musician,talented;passionate;famous;creative;skilled;dedicated;expressive;versatile;gifted;inspired
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Human Roles,scientist,brilliant;curious;dedicated;innovative;analytical;meticulous;knowledgeable;pioneering;focused;insightful
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Human Roles,soldier,brave;disciplined;loyal;strong;dedicated;courageous;tough;honorable;resilient;committed
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Human Roles,teacher,patient;inspiring;dedicated;knowledgeable;kind;strict;supportive;passionate;wise;encouraging
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Human Roles,writer,creative;talented;famous;prolific;insightful;imaginative;dedicated;eloquent;passionate;thoughtful
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;boring;hardcover;paperback;classic;engaging
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Inanimate Objects,bridge,old;modern;long;high;sturdy;narrow;iconic;wooden;suspended;arched
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Inanimate Objects,drums,loud;rhythmic;powerful;large;small;tribal;electronic;booming;steady;resonant
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Inanimate Objects,earth,vast;beautiful;ancient;fragile;green;blue;rich;fertile;diverse;precious
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Inanimate Objects,flute,delicate;wooden;silver;melodic;small;ancient;clear;soft;elegant;haunting
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Inanimate Objects,key,small;shiny;old;rusty;golden;silver;important;mysterious;heavy;duplicate
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Inanimate Objects,knife,sharp;small;large;rusty;shiny;dangerous;serrated;folding;kitchen;hunting
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Inanimate Objects,lock,old;rusty;heavy;secure;broken;small;brass;digital;sturdy;ancient
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Inanimate Objects,moon,full;crescent;bright;pale;distant;mysterious;glowing;silver;haunting;serene
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Inanimate Objects,pen,black;blue;elegant;cheap;expensive;smooth;leaky;old;fountain;ballpoint
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Inanimate Objects,sun,bright;hot;golden;blazing;warm;radiant;setting;rising;dazzling;fierce
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Inanimate Objects,sword,sharp;ancient;heavy;shiny;rusty;ceremonial;deadly;ornate;legendary;powerful
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Neutral Animals,cat,fluffy;independent;curious;sleek;small;playful;lazy;black;white;affectionate
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Neutral Animals,dog,loyal;friendly;big;small;energetic;protective;playful;brown;smart;obedient
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Neutral Animals,dolphin,intelligent;playful;friendly;sleek;fast;graceful;social;curious;aquatic;charming
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Neutral Animals,elephant,massive;gentle;gray;powerful;wise;slow;majestic;endangered;strong;wrinkled
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Neutral Animals,hamster,small;cute;furry;active;tiny;nocturnal;fluffy;playful;timid;curious
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Neutral Animals,monkey,playful;curious;agile;mischievous;small;loud;social;clever;wild;furry
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Neutral Animals,mouse,small;tiny;quick;gray;quiet;sneaky;timid;cute;fast;delicate
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Neutral Animals,peacock,colorful;majestic;proud;beautiful;vibrant;elegant;ornate;striking;exotic;flamboyant
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Neutral Animals,rabbit,fluffy;cute;fast;small;white;timid;soft;hopping;gentle;wild
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Neutral Animals,shark,dangerous;powerful;sleek;fast;predatory;large;scary;gray;aggressive;deadly
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Neutral Animals,snake,slithery;dangerous;long;venomous;green;silent;creepy;coiled;exotic;scaly
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Neutral Animals,whale,massive;gentle;blue;enormous;majestic;migratory;powerful;deep;rare;endangered
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Places,city,busy;large;modern;crowded;noisy;vibrant;historic;sprawling;industrial;cosmopolitan
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Places,desert,hot;dry;vast;barren;sandy;harsh;empty;arid;remote;endless
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Places,forest,dense;green;ancient;dark;lush;mysterious;quiet;thick;wild;vast
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Places,island,small;tropical;remote;beautiful;deserted;rocky;lush;isolated;exotic;volcanic
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Places,lake,calm;blue;deep;clear;still;large;serene;cold;reflective;tranquil
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Places,mountain,tall;snowy;rugged;majestic;steep;rocky;high;ancient;imposing;breathtaking
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Places,ocean,vast;deep;blue;powerful;endless;calm;rough;mysterious;wild;salty
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Places,plain,vast;flat;open;grassy;wide;empty;fertile;endless;barren;rolling
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Places,plateau,high;flat;vast;rocky;elevated;barren;remote;wide;dry;rugged
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Places,river,long;wide;calm;rushing;deep;winding;clear;muddy;powerful;serene
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Places,valley,deep;green;narrow;fertile;lush;quiet;hidden;steep;scenic;peaceful
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Places,village,small;quiet;rural;old;charming;remote;peaceful;traditional;friendly;quaint
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Plants,cactus,prickly;green;tall;desert;thorny;tough;spiny;dry;sturdy;resilient
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Plants,eggplant,purple;shiny;smooth;long;fresh;firm;bitter;oval;tender;cooked
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Plants,flower,beautiful;colorful;fragrant;delicate;small;bright;fresh;vibrant;blooming;lovely
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Plants,grass,green;soft;tall;short;fresh;wet;dry;lush;thick;patchy
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Plants,lettuce,green;fresh;crisp;tender;leafy;light;healthy;raw;cool;crunchy
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Plants,mushroom,brown;white;small;edible;wild;earthy;soft;fresh;poisonous;delicate
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Plants,onion,strong;pungent;white;red;raw;sweet;small;sharp;cooked;layered
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Plants,pepper,spicy;red;green;hot;mild;fresh;dried;sweet;fiery;crunchy
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Plants,potato,brown;starchy;large;small;fresh;baked;boiled;fried;creamy;hearty
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Plants,rose,red;pink;beautiful;fragrant;delicate;thorny;elegant;romantic;vibrant;blooming
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Plants,tomato,red;ripe;juicy;fresh;round;sweet;acidic;soft;firm;plump
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Plants,tree,tall;old;green;sturdy;leafy;ancient;bare;thick;majestic;shady
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Social Relationships,ally,loyal;trusted;reliable;supportive;close;valuable;strategic;dependable;strong;helpful
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Social Relationships,brother,older;younger;loving;protective;annoying;close;supportive;loyal;funny;caring
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Social Relationships,enemy,dangerous;bitter;fierce;hated;powerful;cunning;ruthless;persistent;formidable;sworn
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Social Relationships,father,loving;strict;protective;wise;caring;supportive;strong;hardworking;kind;patient
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Social Relationships,follower,loyal;dedicated;eager;supportive;faithful;enthusiastic;obedient;trusting;devoted;admiring
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Social Relationships,friend,close;best;loyal;funny;kind;supportive;trustworthy;dear;reliable;honest
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Social Relationships,leader,strong;charismatic;wise;decisive;inspiring;powerful;confident;visionary;bold;respected
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Social Relationships,mother,loving;caring;nurturing;strict;kind;supportive;gentle;strong;wise;protective
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Social Relationships,partner,loyal;supportive;loving;equal;reliable;understanding;compatible;trusted;close;committed
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Social Relationships,rival,fierce;competitive;strong;challenging;bitter;persistent;formidable;aggressive;determined;worthy
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Social Relationships,sister,older;younger;loving;annoying;supportive;close;funny;caring;protective;sweet
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Social Relationships,stranger,mysterious;unfamiliar;distant;suspicious;friendly;odd;quiet;unknown;curious;unexpected
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Spatial Concepts,above,high;elevated;superior;overhead;lofty;towering;upper;distant;celestial;prominent
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Spatial Concepts,back,rear;hind;posterior;behind;distant;hidden;remote;previous;lower;trailing
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Spatial Concepts,below,lower;beneath;underneath;inferior;subterranean;hidden;deep;underground;lesser;bottom
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Spatial Concepts,east,eastern;far;distant;oriental;rising;early;cultural;ancient;exotic;remote
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Spatial Concepts,front,forward;leading;anterior;first;prominent;main;visible;primary;bold;central
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Spatial Concepts,inside,inner;internal;hidden;enclosed;private;deep;intimate;secret;contained;central
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Spatial Concepts,left,western;opposite;remaining;liberal;past;sideways;awkward;abandoned;secondary;offside
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Spatial Concepts,north,cold;distant;upper;polar;remote;chilly;northern;harsh;wild;rugged
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Spatial Concepts,outside,external;outer;distant;public;foreign;exposed;peripheral;alien;unfamiliar;beyond
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Spatial Concepts,right,correct;eastern;proper;just;moral;conservative;immediate;direct;primary;accurate
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Spatial Concepts,south,warm;lower;southern;tropical;distant;sunny;hot;remote;cultural;exotic
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Spatial Concepts,west,western;distant;setting;modern;far;cultural;frontier;remote;progressive;wild
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Time Concepts,century,past;present;new;old;long;historic;specific;golden;future;defining
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Time Concepts,day,long;short;busy;sunny;rainy;special;ordinary;hot;cold;memorable
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Time Concepts,evening,quiet;cool;dark;late;peaceful;relaxing;romantic;calm;pleasant;twilight
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Time Concepts,hour,long;short;busy;late;early;critical;quiet;precious;rushed;golden
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Time Concepts,minute,quick;short;fleeting;precious;last;crucial;exact;passing;tense;brief
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Time Concepts,month,long;short;busy;cold;warm;rainy;special;current;past;upcoming
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Time Concepts,morning,early;bright;cool;quiet;fresh;sunny;foggy;peaceful;busy;crisp
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Time Concepts,night,dark;long;quiet;late;cold;starry;sleepless;peaceful;eerie;silent
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Time Concepts,season,rainy;dry;cold;warm;hot;festive;transitional;favorite;harsh;mild
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Time Concepts,second,quick;brief;fleeting;critical;last;precise;passing;short;exact;vital
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Time Concepts,week,long;short;busy;hectic;quiet;productive;stressful;relaxing;special;ordinary
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Time Concepts,year,long;short;busy;memorable;successful;challenging;past;new;difficult;exciting
