Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3,think-in-native,0.0,IT # Italian,B1,most frequent,Abstract Concepts,anger,strong;deep;hot;wild;dark;quick;bitter;fierce;loud;heavy
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Spatial Concepts,west,western;distant;modern;far;setting;cultural;remote;progressive;open;wild
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Time Concepts,century,past;new;old;modern;ancient;long;significant;historic;distant;memorable
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Time Concepts,day,long;short;busy;sunny;rainy;cold;warm;special;ordinary;tiring
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Time Concepts,evening,quiet;cool;late;dark;peaceful;romantic;calm;pleasant;relaxing;twilight
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Time Concepts,hour,long;short;late;early;busy;quiet;critical;precious;fleeting;intense
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Time Concepts,minute,quick;short;last;fleeting;crucial;precious;brief;exact;tense;final
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Time Concepts,month,long;short;busy;cold;warm;rainy;sunny;special;quiet;memorable
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Time Concepts,morning,early;fresh;cool;bright;quiet;busy;sunny;foggy;peaceful;crisp
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Time Concepts,night,dark;long;quiet;late;cold;starry;peaceful;silent;restless;mysterious
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Time Concepts,season,warm;cold;rainy;dry;long;short;favorite;harsh;mild;festive
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Time Concepts,second,quick;brief;last;fleeting;crucial;short;precise;tense;vital;instant
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Time Concepts,week,long;short;busy;quiet;stressful;exciting;ordinary;productive;tiring;memorable
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Time Concepts,year,long;short;busy;memorable;successful;challenging;past;new;difficult;happy
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Abstract Concepts,anger,intense;fierce;burning;uncontrollable;deep;raw;sudden;bitter;suppressed;explosive
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Abstract Concepts,courage,bold;fearless;brave;heroic;daring;valiant;resolute;steadfast;unwavering;admirable
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Abstract Concepts,fear,overwhelming;paralyzing;deep-seated;irrational;constant;hidden;primal;chilling;gripping;haunting
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Abstract Concepts,freedom,absolute;cherished;hard-won;precious;liberating;boundless;true;personal;political;spiritual
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Abstract Concepts,happiness,pure;genuine;radiant;infectious;lasting;simple;profound;unexpected;blissful;heartfelt
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Abstract Concepts,hate,intense;bitter;deep;consuming;blind;irrational;toxic;relentless;unspoken;destructive
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Abstract Concepts,honesty,brutal;refreshing;unwavering;sincere;absolute;rare;admirable;courageous;transparent;consistent
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Abstract Concepts,justice,fair;impartial;strict;deserved;swift;blind;moral;divine;social;restorative
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Abstract Concepts,knowledge,vast;deep;profound;extensive;practical;theoretical;ancient;specialized;invaluable;shared
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Abstract Concepts,love,unconditional;passionate;tender;eternal;selfless;romantic;deep;genuine;enduring;protective
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Abstract Concepts,peace,inner;lasting;fragile;serene;global;quiet;harmonious;spiritual;elusive;profound
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Abstract Concepts,wisdom,timeless;profound;practical;ancient;insightful;deep;hard-earned;quiet;philosophical;guiding
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Cultural Artifacts,bell,loud;clear;resonant;melodic;ancient;golden;small;heavy;ornate;ceremonial
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Cultural Artifacts,candle,flickering;warm;soft;scented;tall;thin;white;decorative;glowing;calming
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Cultural Artifacts,carpet,soft;thick;colorful;patterned;luxurious;worn;Persian;red;plush;elegant
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Cultural Artifacts,coin,old;shiny;rare;valuable;small;golden;silver;ancient;commemorative;worn
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Cultural Artifacts,crown,golden;jeweled;royal;heavy;ornate;ancient;ceremonial;majestic;symbolic;glittering
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Cultural Artifacts,flag,national;colorful;waving;proud;tattered;symbolic;historic;bold;vibrant;official
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Cultural Artifacts,mask,mysterious;colorful;intricate;scary;traditional;wooden;hidden;ceremonial;painted;eerie
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Cultural Artifacts,necklace,delicate;elegant;golden;silver;beaded;expensive;simple;long;vintage;sparkling
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Cultural Artifacts,painting,beautiful;abstract;realistic;famous;old;vibrant;detailed;expressive;modern;classic
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Cultural Artifacts,ring,golden;silver;diamond;simple;elegant;antique;engagement;ornate;precious;symbolic
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Cultural Artifacts,statue,ancient;marble;tall;imposing;detailed;bronze;historic;majestic;weathered;iconic
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Cultural Artifacts,vase,delicate;ceramic;ornate;tall;ancient;floral;elegant;fragile;painted;decorative
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Environmental Phenomena,cloud,fluffy;dark;white;heavy;drifting;stormy;light;thick;ominous;scattered
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Environmental Phenomena,earthquake,powerful;devastating;sudden;violent;terrifying;destructive;massive;unexpected;catastrophic;seismic
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Environmental Phenomena,fog,thick;dense;mysterious;cold;eerie;heavy;silent;creeping;blinding;gray
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Environmental Phenomena,lightning,bright;sudden;powerful;jagged;dangerous;electric;striking;intense;vivid;dramatic
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Environmental Phenomena,rain,gentle;heavy;steady;cold;refreshing;torrential;light;persistent;drizzling;soothing
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Environmental Phenomena,rainbow,colorful;bright;beautiful;rare;vibrant;magical;fleeting;arched;vivid;stunning
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Environmental Phenomena,snow,soft;white;cold;heavy;fluffy;silent;fresh;thick;falling;pristine
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Environmental Phenomena,storm,fierce;violent;powerful;dark;raging;sudden;dangerous;intense;wild;destructive
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Environmental Phenomena,thunder,loud;booming;deep;rolling;distant;powerful;startling;ominous;resonant;echoing
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Environmental Phenomena,tide,high;low;strong;rising;powerful;relentless;calm;incoming;outgoing;tidal
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Environmental Phenomena,volcano,active;dormant;fiery;massive;dangerous;ancient;explosive;towering;smoking;destructive
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Environmental Phenomena,wind,strong;gentle;cold;warm;gusty;howling;brisk;relentless;soft;biting
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Food Items,apple,red;green;crisp;sweet;juicy;fresh;ripe;tart;shiny;firm
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Food Items,banana,yellow;ripe;sweet;soft;long;curved;fresh;tropical;healthy;spotted
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Food Items,beef,tender;juicy;grilled;rare;medium;well-done;savory;lean;marbled;fresh
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Food Items,bread,fresh;crusty;soft;warm;white;wholegrain;sliced;homemade;toasted;fluffy
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Food Items,broccoli,green;fresh;tender;healthy;steamed;raw;crisp;vibrant;nutritious;bitter
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Food Items,cheese,creamy;sharp;aged;soft;hard;melted;tangy;rich;yellow;pungent
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Food Items,chicken,grilled;roasted;tender;juicy;spicy;fried;lean;savory;fresh;seasoned
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Food Items,egg,fresh;boiled;fried;scrambled;white;brown;soft;hard;organic;cracked
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Food Items,fish,fresh;grilled;fried;raw;flaky;oily;white;smoked;salty;delicate
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Food Items,pasta,al dente;fresh;homemade;creamy;spicy;cheesy;long;short;savory;hearty
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Food Items,rice,white;brown;sticky;fluffy;steamed;fragrant;long-grain;short-grain;seasoned;plain
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Food Items,soup,hot;creamy;hearty;clear;savory;spicy;comforting;thick;homemade;nourishing
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Human Roles,artist,talented;creative;innovative;passionate;famous;struggling;visionary;eccentric;skilled;inspired
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Human Roles,athlete,strong;fast;dedicated;competitive;skilled;disciplined;agile;powerful;determined;fit
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Human Roles,chef,skilled;creative;passionate;famous;innovative;meticulous;experienced;talented;busy;professional
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Human Roles,doctor,caring;skilled;dedicated;compassionate;experienced;knowledgeable;busy;trusted;patient;professional
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Human Roles,engineer,innovative;skilled;analytical;creative;precise;dedicated;technical;experienced;brilliant;practical
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Human Roles,farmer,hardworking;dedicated;patient;skilled;rural;traditional;tough;resourceful;experienced;honest
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Human Roles,lawyer,sharp;persuasive;dedicated;experienced;tough;ethical;brilliant;assertive;professional;strategic
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Human Roles,musician,talented;passionate;creative;skilled;famous;dedicated;expressive;versatile;inspired;gifted
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Human Roles,scientist,brilliant;curious;dedicated;innovative;analytical;meticulous;knowledgeable;pioneering;focused;experimental
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Human Roles,soldier,brave;disciplined;loyal;strong;dedicated;tough;heroic;trained;resilient;honorable
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Human Roles,teacher,patient;inspiring;dedicated;knowledgeable;kind;strict;supportive;creative;experienced;wise
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Human Roles,writer,creative;talented;imaginative;prolific;insightful;passionate;famous;dedicated;expressive;thoughtful
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;boring;classic;modern;worn;engaging
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Inanimate Objects,bridge,old;modern;long;narrow;sturdy;wooden;stone;iconic;suspended;arched
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Inanimate Objects,drums,loud;rhythmic;powerful;deep;tribal;modern;traditional;resonant;beaten;dynamic
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Inanimate Objects,earth,vast;ancient;fertile;blue;fragile;living;rich;solid;diverse;precious
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Inanimate Objects,flute,delicate;melodic;wooden;silver;soft;ancient;clear;high-pitched;elegant;traditional
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Inanimate Objects,key,old;rusty;golden;small;important;hidden;spare;shiny;heavy;mysterious
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Inanimate Objects,knife,sharp;dull;long;short;rusty;shiny;dangerous;useful;serrated;heavy
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Inanimate Objects,lock,old;rusty;secure;broken;heavy;small;intricate;sturdy;ancient;reliable
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Inanimate Objects,moon,full;crescent;bright;pale;mysterious;distant;glowing;silver;romantic;haunting
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Inanimate Objects,pen,black;blue;old;new;expensive;cheap;smooth;leaky;elegant;simple
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Inanimate Objects,sun,bright;warm;hot;golden;blazing;radiant;rising;setting;powerful;blinding
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Inanimate Objects,sword,sharp;ancient;heavy;rusty;legendary;ornate;deadly;ceremonial;forged;gleaming
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Neutral Animals,cat,fluffy;sleek;playful;lazy;curious;independent;black;white;affectionate;mysterious
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Neutral Animals,dog,loyal;friendly;playful;protective;energetic;big;small;furry;obedient;cheerful
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Neutral Animals,dolphin,intelligent;playful;friendly;sleek;graceful;social;curious;fast;gentle;acrobatic
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Neutral Animals,elephant,massive;gentle;wise;strong;gray;majestic;slow;powerful;ancient;protective
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Neutral Animals,hamster,small;cute;furry;active;tiny;playful;shy;fluffy;curious;nocturnal
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Neutral Animals,monkey,playful;curious;agile;mischievous;clever;social;loud;wild;funny;energetic
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Neutral Animals,mouse,small;tiny;quick;shy;gray;sneaky;quiet;cute;timid;fast
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Neutral Animals,peacock,colorful;proud;beautiful;vibrant;majestic;elegant;striking;ornate;exotic;loud
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Neutral Animals,rabbit,soft;fluffy;fast;shy;cute;white;brown;timid;playful;hopping
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Neutral Animals,shark,dangerous;powerful;sleek;fast;predatory;gray;deadly;fearsome;silent;massive
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Neutral Animals,snake,slithery;dangerous;venomous;long;silent;colorful;scaly;sneaky;cold;coiled
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Neutral Animals,whale,massive;gentle;majestic;blue;powerful;deep;mysterious;graceful;enormous;singing
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Places,city,busy;crowded;modern;old;noisy;vibrant;sprawling;historic;lively;urban
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Places,desert,vast;arid;hot;dry;sandy;empty;harsh;lonely;endless;barren
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Places,forest,dense;green;ancient;dark;mysterious;lush;quiet;wild;thick;enchanted
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Places,island,small;tropical;remote;beautiful;isolated;rocky;sandy;green;deserted;exotic
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Places,lake,calm;clear;deep;blue;still;cold;serene;reflective;vast;peaceful
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Places,mountain,tall;rugged;snowy;steep;majestic;rocky;high;ancient;imposing;breathtaking
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Places,ocean,vast;deep;blue;wild;powerful;endless;mysterious;calm;stormy;immense
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Places,plain,vast;flat;open;grassy;wide;empty;barren;endless;fertile;quiet
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Places,plateau,high;flat;vast;rocky;barren;elevated;wide;remote;dry;ancient
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Places,river,long;wide;calm;rushing;clear;muddy;deep;winding;powerful;serene
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Places,valley,deep;green;narrow;wide;fertile;quiet;hidden;lush;scenic;peaceful
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Places,village,small;quiet;rural;old;charming;remote;friendly;traditional;peaceful;quaint
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Plants,cactus,spiky;green;tall;dry;tough;desert;prickly;hardy;sharp;resilient
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Plants,eggplant,purple;shiny;smooth;fresh;firm;long;bitter;tender;healthy;versatile
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Plants,flower,beautiful;colorful;fragrant;delicate;bright;small;wild;fresh;blooming;elegant
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Plants,grass,green;soft;thick;tall;fresh;wet;dry;lush;short;wild
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Plants,lettuce,green;fresh;crisp;tender;leafy;light;healthy;raw;vibrant;cool
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Plants,mushroom,small;brown;white;edible;wild;soft;earthy;round;delicate;poisonous
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Plants,onion,strong;pungent;white;yellow;raw;sweet;sharp;layered;fresh;spicy
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Plants,pepper,spicy;hot;red;green;sweet;fresh;bold;fiery;crisp;vibrant
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Plants,potato,brown;starchy;firm;soft;fresh;baked;fried;mashed;hearty;versatile
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Plants,rose,red;pink;fragrant;beautiful;delicate;thorny;elegant;romantic;blooming;classic
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Plants,tomato,red;ripe;juicy;fresh;sweet;round;firm;tangy;vibrant;healthy
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Plants,tree,tall;old;green;sturdy;leafy;ancient;thick;bare;majestic;sprawling
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Social Relationships,ally,loyal;trusted;supportive;reliable;close;helpful;strong;dependable;friendly;valuable
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Social Relationships,brother,loving;protective;annoying;close;supportive;older;younger;funny;loyal;caring
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Social Relationships,enemy,dangerous;hostile;bitter;cunning;relentless;powerful;hidden;sworn;fierce;deceptive
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Social Relationships,father,loving;strict;supportive;wise;caring;strong;protective;kind;hardworking;gentle
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Social Relationships,follower,loyal;dedicated;eager;supportive;faithful;enthusiastic;obedient;trusting;committed;admiring
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Social Relationships,friend,close;loyal;kind;funny;supportive;trusted;dear;old;new;reliable
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Social Relationships,leader,strong;charismatic;wise;decisive;inspiring;confident;bold;visionary;respected;powerful
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Social Relationships,mother,loving;caring;nurturing;strict;gentle;supportive;wise;strong;protective;warm
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Social Relationships,partner,loyal;supportive;loving;trusted;equal;reliable;close;compatible;understanding;committed
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Social Relationships,rival,fierce;competitive;tough;challenging;bitter;strong;determined;persistent;aggressive;formidable
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Social Relationships,sister,loving;annoying;supportive;close;caring;funny;protective;older;younger;sweet
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Social Relationships,stranger,mysterious;unknown;distant;curious;suspicious;friendly;quiet;odd;unfamiliar;passing
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Spatial Concepts,above,high;elevated;overhead;superior;towering;lofty;upper;distant;prominent;dominant
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Spatial Concepts,back,rear;hind;behind;posterior;hidden;distant;remote;trailing;secondary;supportive
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Spatial Concepts,below,lower;beneath;under;inferior;submerged;hidden;underground;lesser;deeper;bottom
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Spatial Concepts,east,eastern;oriental;rising;distant;ancient;cultural;exotic;warm;historic;faraway
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Spatial Concepts,front,forward;leading;anterior;primary;main;visible;prominent;first;central;bold
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Spatial Concepts,inside,inner;internal;hidden;enclosed;private;deep;secret;confined;sheltered;intimate
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Spatial Concepts,left,western;remaining;abandoned;liberal;odd;stray;unused;secondary;awkward;past
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Spatial Concepts,north,cold;northern;upper;distant;remote;polar;harsh;wild;rugged;chilly
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Spatial Concepts,outside,external;outer;exposed;public;distant;far;open;foreign;peripheral;detached
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Spatial Concepts,right,correct;eastern;proper;just;accurate;conservative;immediate;primary;fitting;suitable
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Spatial Concepts,south,warm;southern;lower;tropical;sunny;distant;exotic;hot;vibrant;relaxed
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Spatial Concepts,west,western;distant;modern;wild;pioneering;sunset;faraway;progressive;open;adventurous
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Time Concepts,century,past;new;old;modern;ancient;long;historic;specific;turning;memorable
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Time Concepts,day,long;short;busy;sunny;rainy;cold;warm;special;ordinary;bright
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Time Concepts,evening,quiet;cool;dark;late;peaceful;romantic;calm;relaxing;twilight;pleasant
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Time Concepts,hour,long;short;late;early;busy;quiet;critical;golden;fleeting;precious
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Time Concepts,minute,quick;short;fleeting;brief;last;crucial;exact;passing;precise;rushed
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Time Concepts,month,long;short;cold;warm;busy;quiet;rainy;sunny;special;current
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Time Concepts,morning,early;bright;fresh;cool;quiet;busy;sunny;foggy;crisp;peaceful
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Time Concepts,night,dark;long;quiet;late;cold;starry;silent;mysterious;restless;peaceful
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Time Concepts,season,warm;cold;wet;dry;long;short;favorite;current;festive;changing
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Time Concepts,second,quick;brief;fleeting;instant;last;critical;precise;passing;short;vital
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Time Concepts,week,long;short;busy;quiet;stressful;relaxing;productive;hectic;ordinary;special
grok-3,think-in-native,0.0,IT # Italian,Perfect,most frequent,Time Concepts,year,long;short;busy;memorable;successful;challenging;past;new;current;historic
