Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,basic,1.0,HE # Hebrew,B1,most frequent,Abstract Concepts,anger,strong;big;bad;hot;quick;sudden;deep;great;blind;cold
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Spatial Concepts,north,cold;polar;northern;remote;windy;forested;vast;upper;extreme;frozen
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Spatial Concepts,outside,external;open;cold;warm;visible;exposed;fresh;distant;rural;urban
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Spatial Concepts,right,correct;eastern;proper;accurate;straight;moral;legal;sharp;blunt;true
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Spatial Concepts,south,warm;southern;tropical;coastal;distant;rural;vast;humid;far;near
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Spatial Concepts,west,wild;western;coastal;setting;distant;frontier;modern;vast;dry;sunny
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Time Concepts,century,past;future;golden;dark;recent;ancient;prosperous;turbulent;enlightened;lost
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Time Concepts,day,long;short;sunny;rainy;busy;lazy;ordinary;special;working;festive
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Time Concepts,evening,cool;quiet;relaxing;long;short;starry;warm;festive;peaceful;dark
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Time Concepts,hour,early;late;final;golden;busy;quiet;waking;sleeping;productive;idle
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Time Concepts,minute,short;long;final;precious;fleeting;exact;waiting;ticking;quiet;busy
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Time Concepts,month,long;short;busy;quiet;festive;dark;warm;cold;final;starting
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Time Concepts,morning,fresh;early;bright;foggy;cool;busy;quiet;sunny;productive;lazy
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Time Concepts,night,dark;long;short;starry;cold;warm;sleepless;peaceful;mysterious;festive
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Time Concepts,season,long;short;wet;dry;festive;quiet;changing;mild;harsh;blooming
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Time Concepts,second,brief;final;extra;ticking;precise;waiting;quiet;busy;last;first
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Time Concepts,week,long;short;busy;quiet;final;starting;working;holiday;productive;relaxing
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Time Concepts,year,new;old;long;short;prosperous;difficult;memorable;forgotten;leap;calendar
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Abstract Concepts,anger,intense;sudden;deep;blind;raw;suppressed;righteous;boiling;fierce;uncontrollable
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Abstract Concepts,courage,great;true;moral;physical;heroic;bold;unwavering;quiet;foolish;innate
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Abstract Concepts,fear,deep;sudden;irrational;overwhelming;primal;constant;hidden;intense;unfounded;paralyzing
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Abstract Concepts,freedom,absolute;personal;true;limited;hard-won;basic;economic;political;spiritual;total
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Abstract Concepts,happiness,pure;lasting;simple;genuine;fleeting;deep;shared;inner;everyday;unexpected
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Abstract Concepts,hate,intense;blind;deep;bitter;racial;irrational;enduring;strong;mutual;passionate
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Abstract Concepts,honesty,complete;brutal;simple;absolute;straightforward;rare;refreshing;unwavering;basic;heartfelt
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Abstract Concepts,justice,social;true;blind;swift;divine;equal;fair;poetic;criminal;restorative
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Abstract Concepts,knowledge,vast;deep;practical;secret;ancient;basic;scientific;general;personal;hidden
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Abstract Concepts,love,true;deep;unconditional;romantic;pure;enduring;passionate;selfless;forbidden;gentle
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Abstract Concepts,peace,inner;lasting;global;fragile;perfect;quiet;world;eternal;mental;true
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Abstract Concepts,wisdom,great;ancient;profound;practical;timeless;deep;worldly;simple;innate;shared
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Cultural Artifacts,bell,loud;small;ringing;old;golden;church;hand;silver;antique;electronic
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Cultural Artifacts,candle,lit;scented;tall;wax;flickering;white;birthday;long;colored;decorative
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Cultural Artifacts,carpet,soft;woolen;red;thick;Persian;old;patterned;clean;large;synthetic
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Cultural Artifacts,coin,old;rare;gold;shiny;ancient;foreign;silver;valuable;modern;counterfeit
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Cultural Artifacts,crown,golden;royal;jeweled;ancient;heavy;symbolic;king's;ceremonial;sparkling;ornate
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Cultural Artifacts,flag,national;waving;colorful;old;torn;proud;foreign;blue;symbolic;standard
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Cultural Artifacts,mask,protective;facial;decorative;old;scary;painted;traditional;black;surgical;wooden
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Cultural Artifacts,necklace,gold;pearl;simple;elegant;long;antique;beaded;silver;diamond;colorful
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Cultural Artifacts,painting,beautiful;famous;abstract;oil;modern;landscape;portrait;vibrant;old;detailed
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Cultural Artifacts,ring,gold;engagement;simple;diamond;old;silver;wedding;shiny;antique;decorative
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Cultural Artifacts,statue,ancient;marble;bronze;tall;famous;stone;heroic;garden;modern;impressive
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Cultural Artifacts,vase,glass;antique;decorative;tall;colorful;porcelain;floral;ceramic;broken;elegant
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Environmental Phenomena,cloud,white;fluffy;dark;stormy;high;passing;gray;thin;billowing;low
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Environmental Phenomena,earthquake,strong;devastating;minor;sudden;massive;underground;destructive;rare;shallow;powerful
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Environmental Phenomena,fog,thick;dense;morning;light;cold;mysterious;rolling;early;damp;heavy
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Environmental Phenomena,lightning,bright;fast;striking;dangerous;forked;nighttime;electrical;sudden;vivid;powerful
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Environmental Phenomena,rain,heavy;light;steady;pouring;cold;warm;seasonal;gentle;torrential;refreshing
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Environmental Phenomena,rainbow,colorful;bright;double;faint;beautiful;arched;vibrant;rare;full;magical
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Environmental Phenomena,snow,fresh;deep;light;falling;white;fluffy;heavy;powdery;wet;sparkling
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Environmental Phenomena,storm,violent;fierce;approaching;massive;tropical;sudden;electrical;windy;severe;dark
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;explosive;crashing;sudden;rolling;frightening;heavy;ominous
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Environmental Phenomena,tide,high;low;rising;strong;incoming;outgoing;powerful;daily;ebbing;calm
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Environmental Phenomena,volcano,active;dormant;massive;explosive;smoking;ancient;dangerous;volcanic;fiery;tall
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Environmental Phenomena,wind,strong;gentle;cold;warm;howling;steady;gusty;northern;easterly;fresh
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Food Items,apple,red;green;fresh;ripe;juicy;tart;sweet;small;organic;crisp
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Food Items,banana,yellow;ripe;fresh;peeled;sweet;small;green;organic;soft;curved
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Food Items,beef,fresh;grilled;lean;tender;ground;rare;cooked;organic;fatty;steak
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Food Items,bread,fresh;warm;sliced;white;whole-wheat;soft;crusty;homemade;toasted;stale
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Food Items,broccoli,fresh;green;steamed;raw;crisp;organic;frozen;boiled;tender;healthy
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Food Items,cheese,sharp;soft;hard;creamy;grated;fresh;aged;melted;yellow;flavorful
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Food Items,chicken,grilled;roasted;fresh;fried;organic;boneless;tender;spicy;whole;free-range
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Food Items,egg,fresh;boiled;fried;hard;soft;white;brown;cracked;raw;large
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Food Items,fish,fresh;grilled;fried;fresh-caught;salty;smoked;large;small;frozen;wild
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Food Items,pasta,cooked;fresh;al dente;homemade;dry;Italian;cheesy;sauced;long;twisted
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Food Items,rice,cooked;white;brown;steamed;fluffy;sticky;long-grain;wild;hot;plain
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Food Items,soup,hot;creamy;vegetable;chicken;thick;spicy;cold;hearty;clear;flavorful
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Human Roles,artist,talented;creative;famous;young;skilled;visionary;local;dedicated;modern;inspiring
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Human Roles,athlete,strong;fast;professional;dedicated;skilled;young;Olympic;competitive;fit;talented
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Human Roles,chef,skilled;famous;creative;professional;young;talented;passionate;expert;local;innovative
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Human Roles,doctor,skilled;experienced;caring;young;dedicated;professional;local;specialist;compassionate;busy
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Human Roles,engineer,skilled;innovative;experienced;mechanical;young;dedicated;electrical;professional;talented;creative
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Human Roles,farmer,hardworking;local;organic;experienced;young;dedicated;rural;skilled;family;sustainable
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Human Roles,lawyer,skilled;experienced;corporate;young;dedicated;professional;local;criminal;successful;ethical
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Human Roles,musician,talented;famous;young;skilled;classical;rock;dedicated;professional;creative;passionate
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Human Roles,scientist,brilliant;dedicated;young;experienced;innovative;biological;skilled;professional;curious;leading
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Human Roles,soldier,brave;trained;young;experienced;dedicated;elite;loyal;professional;combat;heroic
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Human Roles,teacher,dedicated;experienced;young;inspiring;patient;skilled;professional;creative;local;knowledgeable
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Human Roles,writer,talented;famous;young;skilled;creative;dedicated;prolific;mystery;professional;imaginative
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Inanimate Objects,book,old;new;thick;popular;hardcover;fictional;educational;small;classic;colorful
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Inanimate Objects,bridge,old;long;wooden;stone;modern;high;famous;sturdy;hanging;arched
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Inanimate Objects,drums,loud;wooden;rhythmic;small;large;electronic;traditional;professional;shiny;tribal
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Inanimate Objects,earth,blue;green;fertile;vast;dry;spinning;ancient;rocky;living;round
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Inanimate Objects,flute,wooden;silver;small;musical;ancient;modern;sweet-sounding;professional;shiny;handmade
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Inanimate Objects,key,small;metal;old;shiny;spare;brass;modern;locked;secret;golden
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Inanimate Objects,knife,sharp;small;kitchen;old;metal;pocket;rusty;clean;Swiss;deadly
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Inanimate Objects,lock,old;secure;metal;electronic;broken;simple;modern;keyed;sturdy;combination
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Inanimate Objects,moon,full;bright;waxing;waning;crescent;silver;distant;glowing;new;dark
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Inanimate Objects,pen,black;ink;ballpoint;old;new;fountain;colorful;cheap;elegant;broken
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Inanimate Objects,sun,bright;hot;rising;setting;golden;midday;warm;distant;summer;burning
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Inanimate Objects,sword,sharp;ancient;metal;long;shiny;royal;ceremonial;deadly;forged;wooden
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Neutral Animals,cat,black;fluffy;playful;old;young;stray;domestic;wild;gray;striped
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Neutral Animals,dog,loyal;big;small;friendly;trained;old;young;stray;barking;energetic
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Neutral Animals,dolphin,intelligent;playful;gray;wild;large;friendly;marine;jumping;fast;curious
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Neutral Animals,elephant,large;gray;wild;tame;strong;old;young;majestic;African;intelligent
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Neutral Animals,hamster,small;furry;playful;pet;brown;young;caged;active;cute;nocturnal
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Neutral Animals,monkey,playful;wild;small;curious;brown;young;swinging;intelligent;noisy;agile
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Neutral Animals,mouse,small;gray;timid;wild;pet;young;fast;squeaky;brown;clever
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Neutral Animals,peacock,colorful;proud;wild;large;beautiful;male;exotic;feathered;royal;strutting
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Neutral Animals,rabbit,white;fluffy;wild;small;pet;fast;young;hopping;cute;brown
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Neutral Animals,shark,large;dangerous;gray;wild;fast;predatory;marine;fierce;great;solitary
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Neutral Animals,snake,long;poisonous;wild;green;small;coiled;slippery;fast;deadly;patterned
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Neutral Animals,whale,large;blue;wild;marine;singing;graceful;endangered;massive;deep-diving;gentle
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Places,city,busy;large;modern;old;crowded;beautiful;coastal;industrial;historic;vibrant
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Places,desert,hot;vast;sandy;dry;barren;remote;golden;windswept;harsh;endless
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Places,forest,dense;green;ancient;dark;tropical;quiet;vast;rainy;peaceful;wild
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Places,island,tropical;small;remote;beautiful;deserted;volcanic;sandy;green;large;rocky
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Places,lake,deep;blue;calm;frozen;large;clear;mountain;scenic;freshwater;shallow
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Places,mountain,high;snow-capped;rugged;tall;green;rocky;majestic;distant;volcanic;steep
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Places,ocean,vast;blue;deep;stormy;calm;salty;endless;tropical;cold;mysterious
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Places,plain,vast;flat;grassy;dry;fertile;open;endless;green;rolling;barren
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Places,plateau,high;flat;rocky;vast;elevated;dry;green;ancient;scenic;remote
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Places,river,wide;deep;flowing;muddy;clear;long;fast;winding;scenic;frozen
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Places,valley,deep;green;fertile;narrow;wide;scenic;hidden;mountain;peaceful;lush
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Places,village,small;quiet;rural;ancient;coastal;fishing;mountain;peaceful;traditional;charming
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Plants,cactus,spiky;green;tall;desert;small;flowering;prickly;hardy;wild;exotic
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Plants,eggplant,purple;fresh;large;ripe;shiny;organic;cooked;round;dark;firm
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Plants,flower,beautiful;red;blooming;wild;fragrant;yellow;small;garden;exotic;wilted
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Plants,grass,green;tall;wet;dry;lush;wild;short;mowed;fresh;soft
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Plants,lettuce,fresh;green;crisp;organic;leafy;raw;salad;washed;tender;wilted
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Plants,mushroom,wild;fresh;edible;small;large;poisonous;white;cooked;forest;dried
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Plants,onion,fresh;red;white;large;sweet;spicy;raw;chopped;organic;pungent
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Plants,pepper,red;hot;fresh;green;spicy;sweet;sliced;dried;organic;crunchy
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Plants,potato,fresh;large;small;baked;boiled;organic;raw;mashed;sweet;fried
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Plants,rose,red;beautiful;fragrant;blooming;wild;thorny;white;garden;fresh;pink
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Plants,tomato,red;fresh;ripe;juicy;small;organic;sliced;green;cherry;firm
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Plants,tree,tall;green;old;fruit;shady;ancient;fallen;oak;young;leafy
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Social Relationships,ally,strong;reliable;faithful;strategic;true;powerful;trusted;key;loyal;international
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Social Relationships,brother,older;younger;loving;protective;twin;caring;distant;close;funny;supportive
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Social Relationships,enemy,sworn;dangerous;old;powerful;bitter;foreign;deadly;hidden;ruthless;common
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Social Relationships,father,loving;strict;proud;young;absent;supportive;hardworking;wise;caring;distant
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Social Relationships,follower,loyal;dedicated;blind;faithful;enthusiastic;strong;true;passive;active;cult
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Social Relationships,friend,close;true;old;loyal;new;best;trustworthy;fun;reliable;distant
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Social Relationships,leader,strong;charismatic;effective;wise;young;natural;inspiring;elected;powerful;visionary
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Social Relationships,mother,loving;caring;young;strict;single;protective;hardworking;devoted;wise;nurturing
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Social Relationships,partner,business;romantic;reliable;equal;trusted;long-term;professional;supportive;creative;committed
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Social Relationships,rival,fierce;strong;corporate;old;direct;bitter;competitive;personal;worthy;relentless
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Social Relationships,sister,younger;older;loving;protective;twin;caring;close;funny;supportive;distant
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Social Relationships,stranger,mysterious;unknown;dangerous;friendly;passing;tall;foreign;helpful;odd;silent
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Spatial Concepts,above,high;overhead;upper;superior;elevated;top;clear;bright;distant;vast
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Spatial Concepts,back,rear;hidden;old;strong;injured;straight;wooden;dark;distant;lower
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Spatial Concepts,below,low;underground;deep;hidden;inferior;dark;submerged;lower;quiet;vast
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Spatial Concepts,east,far;distant;rising;coastal;ancient;sunny;foreign;wide;hidden;mysterious
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Spatial Concepts,front,main;forward;open;busy;wide;leading;clear;direct;visible;strong
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Spatial Concepts,inside,inner;hidden;warm;dark;secure;deep;quiet;empty;spacious;cozy
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Spatial Concepts,left,far;abandoned;dark;forgotten;open;wild;empty;narrow;quiet;hidden
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Spatial Concepts,north,far;cold;polar;distant;rugged;ancient;wild;vast;frozen;mysterious
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Spatial Concepts,outside,outer;cold;bright;exposed;vast;open;noisy;wet;dark;fresh
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Spatial Concepts,right,correct;proper;true;accurate;moral;straight;exact;fitting;just;lawful
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Spatial Concepts,south,far;warm;tropical;distant;coastal;ancient;sunny;vast;hidden;exotic
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Spatial Concepts,west,wild;far;coastal;distant;ancient;sunny;vast;rugged;hidden;mysterious
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Time Concepts,century,past;new;long;dark;golden;modern;early;Victorian;recent;ancient
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Time Concepts,day,long;sunny;short;busy;clear;rainy;ordinary;special;warm;cold
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Time Concepts,evening,quiet;long;warm;cool;peaceful;late;romantic;golden;dark;relaxing
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Time Concepts,hour,long;short;early;late;final;busy;quiet;golden;dark;passing
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Time Concepts,minute,last;final;short;long;quiet;busy;golden;dark;passing;critical
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Time Concepts,month,long;short;busy;quiet;final;warm;cold;festive;dry;rainy
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Time Concepts,morning,early;fresh;bright;cool;foggy;sunny;quiet;busy;crisp;golden
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Time Concepts,night,dark;long;quiet;starry;cold;moonlit;endless;peaceful;stormy;warm
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Time Concepts,season,long;short;warm;cold;dry;wet;festive;harsh;mild;changing
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Time Concepts,second,last;final;short;long;quiet;busy;golden;dark;passing;critical
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Time Concepts,week,long;short;busy;quiet;final;warm;productive;relaxing;eventful;ordinary
grok-3-mini,basic,1.0,HE # Hebrew,Perfect,most frequent,Time Concepts,year,long;new;past;busy;quiet;final;productive;challenging;memorable;ordinary
